"Sorting.Number" "Order" "Taxon..Dyntaxa.2017." "Taxon.in.Gärdenfors.et.al...2003." "Linné..1761." "Wahlgren...Tullgren..1922." "Gärdenfors.et.al...2003." "Corrected.values.2003" "Dyntaxa.2017" "Corrected.values.2017" "Sweden.estimated.total" "New.species.to.science.since.2003" "Estimate.minus.known.2003" "Estimate.minus.known.2017" "Main.feeding.niche" "Main.feeding.habitat" "Expert.estimate"
"329" 29 "Hymenoptera" "Aphelinidae" "Aphelinidae (pars)" 0 6 30 30 36 36 50 0 20 14 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"330" 29 "Hymenoptera" "Aulacidae" "Aulacidae" 0 2 2 2 2 2 3 0 1 1 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"331" 29 "Hymenoptera" "Azotidae" "Aphelinidae (pars)" 0 0 1 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"332" 29 "Hymenoptera" "Ceraphronidae" "Ceraphronidae" 0 18 27 27 45 45 70 0 43 25 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"333" 29 "Hymenoptera" "Chalcididae" "Chalcididae" 1 9 16 16 18 18 20 0 4 2 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"334" 29 "Hymenoptera" "Cynipidae" "Cynipidae" 9 63 64 64 71 71 80 0 16 9 "Phytophagous" "Plants" "Mattias Forshage"
"335" 29 "Hymenoptera" "Diapriidae" "Diapriidae (pars)" 0 118 290 290 322 322 420 0 130 98 "Saprophage-parasitoid" "Temporary habitats" "Mattias Forshage"
"336" 29 "Hymenoptera" "Encyrtidae" "Encyrtidae" 1 92 170 170 194 194 250 2 80 56 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"337" 29 "Hymenoptera" "Eriaporidae" "Aphelinidae (pars)" 0 0 1 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"338" 29 "Hymenoptera" "Eulophidae" "Eulophidae" 3 190 537 537 584 584 760 14 223 176 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"339" 29 "Hymenoptera" "Eupelmidae" "Eupelmidae" 0 8 16 16 24 24 30 6 14 6 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"340" 29 "Hymenoptera" "Eurytomidae" "Eurytomidae" 0 56 87 87 95 95 100 0 13 5 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"341" 29 "Hymenoptera" "Evaniidae" "Evaniidae" 0 2 2 2 2 2 3 0 1 1 "Saprophage-parasitoid" "Soil" "Mattias Forshage"
"342" 29 "Hymenoptera" "Figitidae" "Figitidae" 0 116 168 168 193 193 336 3 168 143 "Saprophage-parasitoid" "Temporary habitats" "Mattias Forshage"
"343" 29 "Hymenoptera" "Gasteruptiidae" "Gasteruptiidae" 2 8 6 6 11 11 12 0 6 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"344" 29 "Hymenoptera" "Heloridae" "Heloridae" 0 3 4 4 4 4 5 0 1 1 "Predator-parasitoid" "Plants" "Mattias Forshage"
"345" 29 "Hymenoptera" "Ibaliidae" "Ibaliidae" 0 1 2 2 2 2 3 0 1 1 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"346" 29 "Hymenoptera" "Ismaridae" "Diapriidae (pars)" 0 4 4 5 5 5 6 0 1 1 "Predator-parasitoid" "Plants" "Mattias Forshage"
"347" 29 "Hymenoptera" "Megaspilidae" "Megaspilidae" 0 46 50 50 53 53 96 0 46 43 "Predator-parasitoid" "Plants" "Mattias Forshage"
"348" 29 "Hymenoptera" "Mymaridae" "Mymaridae" 1 3 34 34 43 43 65 0 31 22 "General parasitoid" "Plants" "Mattias Forshage"
"349" 29 "Hymenoptera" "Mymarommatidae" "Mymarommatidae" 0 0 1 1 1 1 3 0 2 2 NA NA "Mattias Forshage"
"350" 29 "Hymenoptera" "Ormyridae" "Ormyridae" 0 2 5 5 6 6 7 0 2 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"351" 29 "Hymenoptera" "Perilampidae" "Perilampidae" 0 5 11 11 15 15 18 0 7 3 "Predator-parasitoid" "Plants" "Mattias Forshage"
"352" 29 "Hymenoptera" "Platygastridae" "Platygastridae" 0 61 103 126 231 231 270 35 144 39 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"353" 29 "Hymenoptera" "Proctotrupidae" "Proctotrupidae (pars)" 1 20 48 48 49 49 50 0 2 1 "Predator-parasitoid" "Soil" "Mattias Forshage"
"354" 29 "Hymenoptera" "Pteromalidae" "Pteromalidae" 5 281 678 678 692 692 850 3 172 158 "General parasitoid" "Plants" "Mattias Forshage"
"355" 29 "Hymenoptera" "Scelionidae" "Scelionidae (pars)" 0 51 71 62 71 71 120 0 58 49 "Predator-parasitoid" "Soil" "Mattias Forshage"
"356" 29 "Hymenoptera" "Signiphoridae" "Signiphoridae" 0 0 2 2 2 2 3 0 1 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"357" 29 "Hymenoptera" "Sparasionidae" "Scelionidae (pars)" 0 4 3 3 3 3 3 0 0 0 "Phytophage-parasitoid" "Soil" "Mattias Forshage"
"358" 29 "Hymenoptera" "Tetracampidae" "Tetracampidae" 0 2 9 9 11 11 13 2 4 2 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"359" 29 "Hymenoptera" "Torymidae" "Torymidae" 3 69 112 112 118 118 125 0 13 7 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"360" 29 "Hymenoptera" "Trichogrammatidae" "Trichogrammatidae" 0 3 16 16 18 18 25 0 9 7 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"361" 29 "Hymenoptera" "Vanhorniidae" "Proctotrupidae (pars)" 0 0 1 1 1 1 1 0 0 0 "Saprophage-parasitoid" "Wood" "Mattias Forshage"
"362" 30 "Hymenoptera" "Braconidae-Microtypinae" NA 0 0 0 0 0 0 1 0 1 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"363" 30 "Hymenoptera" "Braconidae-Agathidinae" "Braconidae-Agathidinae" 1 13 23 23 25 25 45 0 22 20 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"364" 30 "Hymenoptera" "Braconidae-Alysiinae" "Braconidae-Alysiinae" 0 140 296 249 252 252 350 2 101 98 "Saprophage-parasitoid" "Temporary habitats" "Mattias Forshage"
"365" 30 "Hymenoptera" "Braconidae-Aphidiinae" "Braconidae-Aphidiinae" 0 23 112 112 114 114 140 0 28 26 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"366" 30 "Hymenoptera" "Braconidae-Brachistinae" "Braconidae-Blacinae + Helconinae (pars)" 0 21 65 60 61 61 75 1 15 14 "Saprophage-parasitoid" "Plants" "Mattias Forshage"
"367" 30 "Hymenoptera" "Braconidae-Braconinae" "Braconidae-Braconinae" 1 79 85 85 95 95 125 0 40 30 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"368" 30 "Hymenoptera" "Braconidae-Cardiochilinae" "Braconidae-Cardiochilinae" 0 1 1 1 1 1 2 0 1 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"369" 30 "Hymenoptera" "Braconidae-Cenocoeliinae" "Braconidae-Cenocoeliinae" 1 1 3 3 3 3 3 0 0 0 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"370" 30 "Hymenoptera" "Braconidae-Charmontinae" "Braconidae-Homolobinae (pars)" 0 1 2 2 2 2 2 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"371" 30 "Hymenoptera" "Braconidae-Cheloninae" "Braconidae-Cheloninae + Adelinae" 0 54 55 46 62 62 95 2 49 33 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"372" 30 "Hymenoptera" "Braconidae-Doryctinae" "Braconidae-Doryctinae" 1 13 19 19 24 24 39 0 20 15 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"373" 30 "Hymenoptera" "Braconidae-Euphorinae" "Braconidae-Euphorinae + Neoneurinae + Meteorinae" 0 87 93 93 122 122 146 8 53 24 "Phytophage-parasitoid" "Plants" "Julia Stigenberg"
"374" 30 "Hymenoptera" "Braconidae-Exothecinae" "Braconidae-Rogadinae (pars)" 0 13 11 11 12 12 13 2 2 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"375" 30 "Hymenoptera" "Braconidae-Gnamptodontinae" "Braconidae-Gnamptodontinae" 0 1 2 2 3 3 4 0 2 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"376" 30 "Hymenoptera" "Braconidae-Helconinae" "Braconidae-Helconinae (pars)" 1 14 22 19 19 19 25 0 6 6 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"377" 30 "Hymenoptera" "Braconidae-Homolobinae" "Braconidae-Homolobinae (pars)" 1 6 7 6 6 6 6 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"378" 30 "Hymenoptera" "Braconidae-Hormiinae" "Braconidae-Rogadinae (pars)" 0 1 1 1 1 1 5 0 4 4 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"379" 30 "Hymenoptera" "Braconidae-Ichneutinae" "Braconidae-Ichneutinae" 0 7 7 6 6 6 7 0 1 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"380" 30 "Hymenoptera" "Braconidae-Lysiterminae" "Braconidae-Rogadinae (pars)" 0 0 2 2 3 3 3 0 1 0 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"381" 30 "Hymenoptera" "Braconidae-Macrocentrinae" "Braconidae-Macrocentrinae" 1 7 14 14 16 16 18 0 4 2 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"382" 30 "Hymenoptera" "Braconidae-Microgastrinae" "Braconidae-Microgasterinae" 1 84 157 136 135 136 190 0 54 54 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"383" 30 "Hymenoptera" "Braconidae-Miracinae" "Braconidae-Miracinae" 0 1 2 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"384" 30 "Hymenoptera" "Braconidae-Opiinae" "Braconidae-Opiinae" 0 60 96 85 85 85 150 0 65 65 "Phytophage-parasitoid" "Plants" "Dave Karlsson"
"385" 30 "Hymenoptera" "Braconidae-Orgilinae" "Braconidae-Orgilinae" 0 0 6 6 8 8 18 0 12 10 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"386" 30 "Hymenoptera" "Braconidae-Pambolinae" "Braconidae-Rogadinae (pars)" 0 1 4 4 4 4 5 0 1 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"387" 30 "Hymenoptera" "Braconidae-Rhysipolinae" "Braconidae-Rogadinae (pars)" 0 2 3 3 3 3 3 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"388" 30 "Hymenoptera" "Braconidae-Rhyssalinae" "Braconidae-Rogadinae (pars)" 0 4 4 4 6 6 9 0 5 3 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"389" 30 "Hymenoptera" "Braconidae-Rogadinae" "Braconidae-Rogadinae (pars)" 0 38 42 38 47 47 60 0 22 13 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"390" 30 "Hymenoptera" "Braconidae-Sigalphinae" "Braconidae-Sigalphinae" 0 19 2 2 2 2 2 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"391" 30 "Hymenoptera" "Ichneumonidae-Acaenitinae" "Ichneumonidae-Acaenitinae" 0 10 8 8 11 11 15 0 7 4 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"392" 30 "Hymenoptera" "Ichneumonidae-Adelognathinae" "Ichneumonidae-Adelognathinae" 0 21 22 22 29 29 40 0 18 11 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"393" 30 "Hymenoptera" "Ichneumonidae-Agriotypinae" "Ichneumonidae-Agriotypinae" 0 1 1 1 1 1 1 0 0 0 "Saprophage-parasitoid" "Water" "Mattias Forshage"
"394" 30 "Hymenoptera" "Ichneumonidae-Alomyinae" "Ichneumonidae-Alomyinae" 0 0 2 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"395" 30 "Hymenoptera" "Ichneumonidae-Anomaloninae" "Ichneumonidae-Anomaloninae" 1 32 40 40 42 42 45 0 5 3 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"396" 30 "Hymenoptera" "Ichneumonidae-Banchinae" "Ichneumonidae-Banchinae" 1 123 120 120 148 148 200 0 80 52 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"397" 30 "Hymenoptera" "Ichneumonidae-Brachycyrtinae" NA 0 0 0 0 1 1 1 0 1 0 "Predator-parasitoid" "Plants" "Mattias Forshage"
"398" 30 "Hymenoptera" "Ichneumonidae-Campopleginae" "Ichneumonidae-Campopleginae" 3 318 286 286 304 304 400 0 114 96 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"399" 30 "Hymenoptera" "Ichneumonidae-Collyriinae" "Ichneumonidae-Collyriinae" 0 0 2 2 2 2 3 0 1 1 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"400" 30 "Hymenoptera" "Ichneumonidae-Cremastinae" "Ichneumonidae-Cremastinae" 0 22 22 22 23 23 32 0 10 9 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"401" 30 "Hymenoptera" "Ichneumonidae-Cryptinae" "Ichneumonidae-Cryptinae" 8 460 534 530 535 535 750 1 220 215 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"402" 30 "Hymenoptera" "Ichneumonidae-Ctenopelmatinae" "Ichneumonidae-Ctenopelmatinae" 3 334 402 402 474 474 650 1 248 176 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"403" 30 "Hymenoptera" "Ichneumonidae-Cylloceriinae" "Ichneumonidae-Cylloceriinae" 0 3 6 6 8 8 14 0 8 6 "Saprophage-parasitoid" "Soil" "Mattias Forshage"
"404" 30 "Hymenoptera" "Ichneumonidae-Diacritinae" NA 0 0 0 0 1 1 1 0 1 0 NA NA "Mattias Forshage"
"405" 30 "Hymenoptera" "Ichneumonidae-Diplazontinae" "Ichneumonidae-Diplazontinae" 0 62 50 50 79 79 90 0 40 11 "Predator-parasitoid" "Plants" "Mattias Forshage"
"406" 30 "Hymenoptera" "Ichneumonidae-Eucerotinae" "Ichneumonidae-Eucerotinae" 0 3 2 2 2 2 3 0 1 1 "Predator-parasitoid" "Plants" "Mattias Forshage"
"407" 30 "Hymenoptera" "Ichneumonidae-Hybrizontinae" "Ichneumonidae-Paxylommatinae" 0 1 2 2 3 3 3 0 1 0 "Saprophage-parasitoid" "Soil" "Mattias Forshage"
"408" 30 "Hymenoptera" "Ichneumonidae-Ichneumoninae" "Ichneumonidae-Ichneumoninae" 21 413 473 447 532 532 655 7 208 123 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"409" 30 "Hymenoptera" "Ichneumonidae-Lycorininae" "Ichneumonidae-Lycorininae" 0 1 1 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"410" 30 "Hymenoptera" "Ichneumonidae-Mesochorinae" "Ichneumonidae-Mesochorinae" 0 63 67 67 102 102 150 0 83 48 "Predator-parasitoid" "Plants" "Mattias Forshage"
"411" 30 "Hymenoptera" "Ichneumonidae-Metopiinae" "Ichneumonidae-Metopiinae" 0 85 76 75 75 75 110 0 35 35 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"412" 30 "Hymenoptera" "Ichneumonidae-Microleptinae" "Ichneumonidae-Microleptinae" 0 0 3 3 3 3 5 0 2 2 "Saprophage-parasitoid" "Water" "Mattias Forshage"
"413" 30 "Hymenoptera" "Ichneumonidae-Ophioninae" "Ichneumonidae-Ophioninae" 2 14 16 16 24 24 35 1 19 11 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"414" 30 "Hymenoptera" "Ichneumonidae-Orthocentrinae" "Ichneumonidae-Orthocentrinae" 0 124 119 119 152 152 250 0 131 98 "Saprophage-parasitoid" "Fungi" "Mattias Forshage"
"415" 30 "Hymenoptera" "Ichneumonidae-Orthopelmatinae" "Ichneumonidae-Orthopelmatinae" 0 0 2 2 2 2 2 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"416" 30 "Hymenoptera" "Ichneumonidae-Oxytorinae" "Ichneumonidae-Oxytorinae" 0 2 2 2 2 2 2 0 0 0 NA NA "Mattias Forshage"
"417" 30 "Hymenoptera" "Ichneumonidae-Pimplinae" "Ichneumonidae-Pimplinae" 4 85 127 127 144 144 150 2 23 6 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"418" 30 "Hymenoptera" "Ichneumonidae-Poemeniinae" "Ichneumonidae-Poemeniinae" 0 0 11 11 11 11 13 0 2 2 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"419" 30 "Hymenoptera" "Ichneumonidae-Rhyssinae" "Ichneumonidae-Rhyssinae" 1 6 6 6 7 7 7 0 1 0 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"420" 30 "Hymenoptera" "Ichneumonidae-Stilbopinae" "Ichneumonidae-Stilbopinae" 0 0 3 3 4 4 6 0 3 2 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"421" 30 "Hymenoptera" "Ichneumonidae-Tersilochinae" "Ichneumonidae-Tersilochinae + Phrudinae + Neorhacodinae" 0 50 78 72 75 75 140 0 68 65 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"422" 30 "Hymenoptera" "Ichneumonidae-Tryphoninae" "Ichneumonidae-Tryphoninae" 1 224 182 182 193 193 266 2 84 73 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"423" 30 "Hymenoptera" "Ichneumonidae-Xoridinae" "Ichneumonidae-Xoridinae" 0 28 22 22 24 24 28 0 6 4 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"424" 31 "Hymenoptera" "Ampulicidae" "Ampulicidae" 0 1 1 1 1 1 2 0 1 1 "Predator" "Soil" "Mattias Forshage"
"425" 31 "Hymenoptera" "Andrenidae" "Andrenidae" 2 43 62 62 64 64 69 0 7 5 "Phytophagous" "Plants" "Mattias Forshage"
"426" 31 "Hymenoptera" "Apidae" "Apidae + Anthophoridae" 15 64 87 87 92 92 96 0 9 4 "Phytophagous" "Plants" "Mattias Forshage"
"427" 31 "Hymenoptera" "Bethylidae" "Bethylidae" 0 5 14 14 19 19 25 2 11 6 "Saprophage-parasitoid" "Soil" "Mattias Forshage"
"428" 31 "Hymenoptera" "Chrysididae" "Chrysididae" 7 30 45 45 54 54 65 1 20 11 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"429" 31 "Hymenoptera" "Colletidae" "Colletidae" 3 19 24 24 24 24 27 0 3 3 "Phytophagous" "Plants" "Mattias Forshage"
"430" 31 "Hymenoptera" "Crabronidae" "Crabronidae" 10 109 150 150 160 160 182 0 32 22 "Predator" "Plants" "Mattias Forshage"
"431" 31 "Hymenoptera" "Dryinidae" "Dryinidae" 0 15 32 32 35 35 45 1 13 10 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"432" 31 "Hymenoptera" "Embolemidae" "Embolemidae" 0 0 1 1 1 1 2 0 1 1 "Saprophage-parasitoid" "Wood" "Mattias Forshage"
"433" 31 "Hymenoptera" "Formicidae" "Formicidae" 6 24 82 82 86 86 112 1 30 26 "Saprophagous" "Soil" "Mattias Forshage"
"434" 31 "Hymenoptera" "Halictidae" "Halictidae" 3 34 51 51 58 58 61 0 10 3 "Phytophagous" "Plants" "Mattias Forshage"
"435" 31 "Hymenoptera" "Megachilidae" "Megachilidae" 11 39 52 52 53 53 60 0 8 7 "Phytophagous" "Plants" "Mattias Forshage"
"436" 31 "Hymenoptera" "Melittidae" "Melittidae" 0 7 8 8 8 8 9 0 1 1 "Phytophagous" "Plants" "Mattias Forshage"
"437" 31 "Hymenoptera" "Mutillidae" "Mutillidae (pars)" 1 2 2 2 2 2 2 0 0 0 "Phytophage-parasitoid" "Soil" "Mattias Forshage"
"438" 31 "Hymenoptera" "Myrmosidae" "Mutillidae (pars)" 0 2 1 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Soil" "Mattias Forshage"
"439" 31 "Hymenoptera" "Pompilidae" "Pompilidae" 9 52 61 61 64 64 82 1 21 18 "Predator" "Soil" "Mattias Forshage"
"440" 31 "Hymenoptera" "Sapygidae" "Sapygidae" 1 3 3 3 3 3 3 0 0 0 "Phytophage-parasitoid" "Plants" "Mattias Forshage"
"441" 31 "Hymenoptera" "Scoliidae" "Scoliidae" 0 1 1 1 1 1 1 0 0 0 "Saprophage-parasitoid" "Soil" "Mattias Forshage"
"442" 31 "Hymenoptera" "Sphecidae" "Sphecidae" 1 5 6 6 7 7 7 0 1 0 "Predator" "Plants" "Mattias Forshage"
"443" 31 "Hymenoptera" "Thynnidae" "Tiphiidae (pars)" 0 1 1 1 1 1 1 0 0 0 "Predator-parasitoid" "Soil" "Mattias Forshage"
"444" 31 "Hymenoptera" "Tiphiidae" "Tiphiidae (pars)" 0 2 3 3 3 3 4 0 1 1 "Saprophage-parasitoid" "Soil" "Mattias Forshage"
"445" 31 "Hymenoptera" "Vespidae" "Vespidae" 10 41 51 50 50 50 54 0 4 4 "Predator" "Plants" "Mattias Forshage"
"446" 32 "Trichoptera" "Apataniidae" "Limnephilidae (pars)" 0 4 9 9 9 9 9 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"447" 32 "Trichoptera" "Beraeidae" "Beraeidae" 1 0 4 4 4 4 4 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"448" 32 "Trichoptera" "Brachycentridae" "Brachycentridae" 0 0 3 3 3 3 3 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"449" 32 "Trichoptera" "Ecnomidae" "Ecnomidae" 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"450" 32 "Trichoptera" "Glossosomatidae" "Glossosomatidae" 0 0 4 4 4 4 4 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"451" 32 "Trichoptera" "Goeridae" "Goeridae" 0 0 2 2 2 2 2 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"452" 32 "Trichoptera" "Hydropsychidae" "Hydropsychidae + Arctopsychidae" 0 8 9 9 9 9 9 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"453" 32 "Trichoptera" "Hydroptilidae" "Hydroptilidae" 0 7 30 30 32 32 36 0 6 4 "Saprophagous" "Water" "Bo Gullefors"
"454" 32 "Trichoptera" "Lepidostomatidae" "Lepidostomatidae" 0 0 2 2 2 2 2 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"455" 32 "Trichoptera" "Leptoceridae" "Leptoceridae" 5 26 30 30 30 30 30 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"456" 32 "Trichoptera" "Limnephilidae" "Limnephilidae (pars)" 2 67 78 78 79 79 88 0 10 9 "Saprophagous" "Water" "Bo Gullefors"
"457" 32 "Trichoptera" "Molannidae" "Molannidae" 0 10 5 5 5 5 5 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"458" 32 "Trichoptera" "Odontoceridae" "Odontoceridae" 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"459" 32 "Trichoptera" "Philopotamidae" "Philopotamidae" 0 4 4 4 4 4 4 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"460" 32 "Trichoptera" "Phryganeidae" "Phryganeidae" 4 15 17 17 17 17 17 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"461" 32 "Trichoptera" "Polycentropodidae" "Polycentropodidae" 1 10 13 13 13 13 13 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"462" 32 "Trichoptera" "Psychomyiidae" "Psychomyiidae" 1 4 5 5 5 5 5 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"463" 32 "Trichoptera" "Rhyacophilidae" "Rhyacophilidae" 0 3 3 3 3 3 3 0 0 0 "Predator" "Water" "Bo Gullefors"
"464" 32 "Trichoptera" "Sericostomatidae" "Sericostomatidae" 1 8 2 2 2 2 2 0 0 0 "Saprophagous" "Water" "Bo Gullefors"
"465" 33 "Lepidoptera" "Adelidae" "Adelidae" 4 9 20 20 21 21 24 0 4 3 "Saprophagous" "Soil" "Bengt-Åke Bengtsson"
"466" 33 "Lepidoptera" "Alucitidae" "Alucitidae" 1 2 3 3 3 3 3 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"467" 33 "Lepidoptera" "Argyresthiidae" "Yponomeutidae (pars)" 4 15 27 27 27 27 28 1 1 1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"468" 33 "Lepidoptera" "Autostichidae" "Autostichidae" 0 0 1 1 3 3 3 0 2 0 "Saprophagous" "Temporary habitats" "Bengt-Åke Bengtsson"
"469" 33 "Lepidoptera" "Batrachedridae" "Batrachedridae" 0 0 2 2 2 2 2 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"470" 33 "Lepidoptera" "Bedelliidae" "Lyonetiidae (pars)" 0 0 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"471" 33 "Lepidoptera" "Blastobasidae" "Blastobasidae" 0 2 4 4 4 4 4 0 0 0 "Saprophagous" "Soil" "Bengt-Åke Bengtsson"
"472" 33 "Lepidoptera" "Bucculatricidae" "Bucculatricidae" 0 12 16 16 17 17 19 0 3 2 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"473" 33 "Lepidoptera" "Chimabachidae" "Oecophoridae (pars)" 0 3 3 3 3 3 3 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"474" 33 "Lepidoptera" "Choreutidae" "Choreutidae" 1 5 7 7 7 7 8 0 1 1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"475" 33 "Lepidoptera" "Coleophoridae" "Coleophoridae" 3 30 134 134 135 135 142 2 8 7 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"476" 33 "Lepidoptera" "Cosmopterigidae" "Cosmopterigidae" 1 5 12 12 13 13 12 0 0 -1 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"477" 33 "Lepidoptera" "Cossidae" "Cossidae" 2 2 4 4 4 4 4 0 0 0 "Phytophagous" "Wood" "Bengt-Åke Bengtsson"
"478" 33 "Lepidoptera" "Crambidae" "Pyralidae (pars)" 11 108 129 129 133 133 138 0 9 5 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"479" 33 "Lepidoptera" "Depressariidae" "Oecophoridae (pars)" 2 33 60 60 57 60 70 0 10 10 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"480" 33 "Lepidoptera" "Douglasiidae" "Douglasiidae" 0 2 5 5 5 5 5 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"481" 33 "Lepidoptera" "Dryadaulidae" "Tineidae (pars)" 0 0 0 0 1 1 1 0 1 0 "Phytophagous" "Wood" "Bengt-Åke Bengtsson"
"482" 33 "Lepidoptera" "Elachistidae" "Elachistidae" 1 33 73 73 75 75 82 1 9 7 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"483" 33 "Lepidoptera" "Epermeniidae" "Epermeniidae" 0 4 7 7 7 7 7 0 0 0 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"484" 33 "Lepidoptera" "Eriocraniidae" "Eriocraniidae" 0 4 8 8 8 8 10 0 2 2 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
"485" 33 "Lepidoptera" "Gelechiidae" "Gelechiidae" 13 77 200 200 203 203 208 0 8 5 "Phytophagous" "Plants" "Bengt-Åke Bengtsson"
