"Sorting.Number" "Order" "Taxon..Dyntaxa.2017." "Taxon.in.Gärdenfors.et.al...2003." "Linné..1761." "Wahlgren...Tullgren..1922." "Gärdenfors.et.al...2003." "Corrected.values.2003" "Dyntaxa.2017" "Corrected.values.2017" "Sweden.estimated.total" "New.species.to.science.since.2003" "Estimate.minus.known.2003" "Estimate.minus.known.2017" "Main.feeding.niche" "Main.feeding.habitat" "Expert.estimate"
"155" 19 "Hemiptera" "Dipsocoridae" "Dipsocoridae" 0 2 2 2 2 2 2 0 0 0 "Predator" "Soil" "Carl-Cedric Coulianos"
"156" 19 "Hemiptera" "Geocoridae" "Lygaeidae (pars)" 1 2 4 4 4 4 4 0 0 0 "Predator" "Plants" "Carl-Cedric Coulianos"
"157" 19 "Hemiptera" "Gerridae" "Gerridae" 1 8 10 10 10 10 10 0 0 0 "Predator" "Water" "Carl-Cedric Coulianos"
"158" 19 "Hemiptera" "Hebridae" "Hebridae" 0 2 2 2 2 2 2 0 0 0 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"159" 19 "Hemiptera" "Heterogastridae" "Lygaeidae (pars)" 0 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"160" 19 "Hemiptera" "Hydrometridae" "Hydrometridae" 1 2 2 2 2 2 2 0 0 0 "Saprophagous" "Water" "Carl-Cedric Coulianos"
"161" 19 "Hemiptera" "Lygaeidae" "Lygaeidae (pars)" 1 6 8 8 8 8 10 0 2 2 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"162" 19 "Hemiptera" "Mesoveliidae" "Mesoveliidae" 0 1 1 1 1 1 1 0 0 0 "Predator" "Water" "Carl-Cedric Coulianos"
"163" 19 "Hemiptera" "Microphysidae" "Microphysidae" 0 4 6 6 6 6 6 0 0 0 "Predator" "Soil" "Carl-Cedric Coulianos"
"164" 19 "Hemiptera" "Miridae" "Miridae" 19 170 223 223 237 237 242 0 19 5 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"165" 19 "Hemiptera" "Nabidae" "Nabidae" 2 9 13 13 14 14 14 0 1 0 "Predator" "Plants" "Carl-Cedric Coulianos"
"166" 19 "Hemiptera" "Naucoridae" "Naucoridae" 0 2 1 1 1 1 1 0 0 0 "Predator" "Water" "Carl-Cedric Coulianos"
"167" 19 "Hemiptera" "Nepidae" "Nepidae" 0 2 2 2 2 2 2 0 0 0 "Predator" "Water" "Carl-Cedric Coulianos"
"168" 19 "Hemiptera" "Notonectidae" "Notonectidae" 1 3 5 5 5 5 5 0 0 0 "Predator" "Water" "Carl-Cedric Coulianos"
"169" 19 "Hemiptera" "Oxycarenidae" "Lygaeidae (pars)" 0 2 4 4 4 4 4 0 0 0 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"170" 19 "Hemiptera" "Pentatomidae" "Pentatomidae" 11 24 28 28 31 31 32 0 4 1 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"171" 19 "Hemiptera" "Piesmatidae" "Piesmatidae" 0 3 3 3 3 3 4 0 1 1 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"172" 19 "Hemiptera" "Plataspididae" NA 0 0 0 0 1 1 1 0 1 0 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"173" 19 "Hemiptera" "Pleidae" "Pleidae" 0 0 1 1 1 1 1 0 0 0 "Predator" "Water" "Carl-Cedric Coulianos"
"174" 19 "Hemiptera" "Pyrrhocoridae" "Pyrrhocoridae" 0 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"175" 19 "Hemiptera" "Reduviidae" "Reduviidae" 3 8 8 8 8 8 9 0 1 1 "Predator" "Plants" "Carl-Cedric Coulianos"
"176" 19 "Hemiptera" "Rhopalidae" "Rhopalidae" 2 9 11 11 12 12 13 0 2 1 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"177" 19 "Hemiptera" "Rhyparochromidae" "Lygaeidae (pars)" 5 48 58 58 61 61 61 0 3 0 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"178" 19 "Hemiptera" "Saldidae" "Saldidae" 2 22 27 27 27 27 27 0 0 0 "Predator" "Soil" "Carl-Cedric Coulianos"
"179" 19 "Hemiptera" "Scutelleridae" "Scutelleridae" 2 5 6 6 6 6 6 0 0 0 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"180" 19 "Hemiptera" "Thyreocoridae" "Thyreocoridae" 1 1 1 1 1 1 1 0 0 0 "Phytophagous" "Soil" "Carl-Cedric Coulianos"
"181" 19 "Hemiptera" "Tingidae" "Tingidae" 2 18 23 22 23 23 24 0 2 1 "Phytophagous" "Plants" "Carl-Cedric Coulianos"
"182" 19 "Hemiptera" "Veliidae" "Veliidae" 0 2 4 4 4 4 4 0 0 0 "Predator" "Water" "Carl-Cedric Coulianos"
"183" 21 "Megaloptera" "Sialidae" "Sialidae" 1 2 5 5 5 5 6 0 1 1 "Predator" "Water" "Johannes Bergsten"
"184" 22 "Raphidioptera" "Inocelliidae" "Inocelliidae" 0 1 1 1 1 1 1 0 0 0 "Predator" "Wood" "Johannes Bergsten"
"185" 22 "Raphidioptera" "Raphidiidae" "Raphidiidae" 0 4 3 3 3 3 4 0 1 1 "Predator" "Wood" "Johannes Bergsten"
"186" 23 "Neuroptera" "Chrysopidae" "Chrysopidae" 2 13 16 16 17 17 23 0 7 6 "Predator" "Plants" "Johannes Bergsten"
"187" 23 "Neuroptera" "Coniopterygidae" "Coniopterygidae" 0 6 11 11 11 11 12 0 1 1 "Predator" "Plants" "Johannes Bergsten"
"188" 23 "Neuroptera" "Hemerobiidae" "Hemerobiidae" 3 23 28 28 29 29 31 0 3 2 "Predator" "Plants" "Johannes Bergsten"
"189" 23 "Neuroptera" "Myrmeleontidae" "Myrmeleontidae" 0 2 3 3 3 3 3 0 0 0 "Predator" "Soil" "Johannes Bergsten"
"190" 23 "Neuroptera" "Osmylidae" "Osmylidae" 1 1 1 1 1 1 1 0 0 0 "Predator" "Water" "Johannes Bergsten"
"191" 23 "Neuroptera" "Sisyridae" "Sisyridae" 0 2 4 4 4 4 4 0 0 0 "Predator" "Water" "Johannes Bergsten"
"192" 24 "Coleoptera" "Carabidae" "Carabidae" 43 285 369 366 367 367 382 0 16 15 "Predator" "Soil" "Mattias Forshage"
"193" 24 "Coleoptera" "Dytiscidae" "Dytiscidae" 11 147 149 149 150 150 152 0 3 2 "Predator" "Water" "Johannes Bergsten"
"194" 24 "Coleoptera" "Gyrinidae" "Gyrinidae" 1 7 12 12 12 12 12 0 0 0 "Predator" "Water" "Johannes Bergsten"
"195" 24 "Coleoptera" "Haliplidae" "Haliplidae" 0 17 19 18 18 18 19 0 1 1 "Saprophagous" "Water" "Johannes Bergsten"
"196" 24 "Coleoptera" "Noteridae" "Noteridae" 0 0 2 2 2 2 2 0 0 0 "Predator" "Water" "Johannes Bergsten"
"197" 24 "Coleoptera" "Rhysodidae" "Rhysodidae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"198" 24 "Coleoptera" "Trachypachidae" "Trachypachidae" 0 0 1 1 1 1 1 0 0 0 "Predator" "Soil" "Mattias Forshage"
"199" 25 "Coleoptera" "Sphaeriusidae" "Sphaeriusidae (=Microsporidae)" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Water" "Mattias Forshage"
"200" 26 "Coleoptera" "Aderidae" "Aderidae" 0 5 7 7 8 8 8 0 1 0 "Saprophagous" "Wood" "Mattias Forshage"
"201" 26 "Coleoptera" "Agyrtidae" "Agyrtidae" 0 0 3 3 3 3 3 0 0 0 "Saprophagous" "Soil" "Mattias Forshage"
"202" 26 "Coleoptera" "Alexiidae" "Alexiidae (=Sphaerosomatidae)" 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Fungi" "Mattias Forshage"
"203" 26 "Coleoptera" "Anthicidae" "Anthicidae" 3 15 17 17 17 17 17 0 0 0 "Saprophagous" "Soil" "Mattias Forshage"
"204" 26 "Coleoptera" "Biphyllidae" "Biphyllidae" 0 0 2 2 2 2 2 0 0 0 "Saprophagous" "Fungi" "Mattias Forshage"
"205" 26 "Coleoptera" "Bolboceratidae" "Scarabaeidae (pars)" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Soil" "Mattias Forshage"
"206" 26 "Coleoptera" "Boridae" "Boridae" 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"207" 26 "Coleoptera" "Bostrichidae" "Bostrichidae" 1 4 17 17 25 25 28 0 11 3 "Phytophagous" "Wood" "Mattias Forshage"
"208" 26 "Coleoptera" "Bothrideridae" "Bothrideridae" 0 3 5 5 5 5 5 0 0 0 "Predator" "Wood" "Mattias Forshage"
"209" 26 "Coleoptera" "Buprestidae" "Buprestidae" 10 33 38 38 40 40 40 0 2 0 "Phytophagous" "Wood" "Mattias Forshage"
"210" 26 "Coleoptera" "Byrrhidae" "Byrrhidae" 1 14 16 16 16 16 16 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"211" 26 "Coleoptera" "Byturidae" "Byturidae" 0 2 2 2 2 2 2 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"212" 26 "Coleoptera" "Cantharidae" "Cantharidae" 8 45 49 49 49 49 49 0 0 0 "Predator" "Soil" "Mattias Forshage"
"213" 26 "Coleoptera" "Cerylonidae" "Cerylonidae" 0 6 5 5 5 5 5 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"214" 26 "Coleoptera" "Ciidae" "Ciidae" 0 25 33 33 33 33 34 0 1 1 "Saprophagous" "Fungi" "Mattias Forshage"
"215" 26 "Coleoptera" "Clambidae" "Clambidae" 0 5 7 7 8 8 9 1 2 1 "Saprophagous" "Soil" "Mattias Forshage"
"216" 26 "Coleoptera" "Cleridae" "Cleridae" 3 11 13 13 14 14 15 0 2 1 "Predator" "Wood" "Mattias Forshage"
"217" 26 "Coleoptera" "Coccinellidae" "Coccinellidae" 26 57 68 68 69 69 69 0 1 0 "Predator" "Plants" "Mattias Forshage"
"218" 26 "Coleoptera" "Corylophidae" "Corylophidae" 0 6 12 12 12 12 12 0 0 0 "Saprophagous" "Soil" "Mattias Forshage"
"219" 26 "Coleoptera" "Cryptophagidae" "Cryptophagidae" 1 63 113 113 118 118 124 2 11 6 "Saprophagous" "Soil" "Mattias Forshage"
"220" 26 "Coleoptera" "Cucujidae" "Cucujidae" 0 5 3 3 3 3 3 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"221" 26 "Coleoptera" "Dascillidae" "Dascillidae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Soil" "Mattias Forshage"
"222" 26 "Coleoptera" "Dasytidae" "Melyridae (pars)" 1 15 16 16 16 16 19 0 3 3 "Predator" "Wood" "Mattias Forshage"
"223" 26 "Coleoptera" "Dermestidae" "Dermestidae" 5 23 41 41 44 44 44 0 3 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"224" 26 "Coleoptera" "Derodontidae" "Derodontidae" 0 0 1 1 1 1 1 0 0 0 "Predator" "Plants" "Mattias Forshage"
"225" 26 "Coleoptera" "Drilidae" "Drilidae" 0 1 2 2 2 2 2 0 0 0 "Predator" "Soil" "Mattias Forshage"
"226" 26 "Coleoptera" "Dryopidae" "Dryopidae" 0 11 7 7 7 7 7 0 0 0 "Saprophagous" "Water" "Mattias Forshage"
"227" 26 "Coleoptera" "Elateridae" "Elateridae + Lissomidae" 22 80 90 90 95 95 96 1 6 1 "Saprophagous" "Soil" "Mattias Forshage"
"228" 26 "Coleoptera" "Elmidae" "Elmidae" 0 0 8 8 8 8 8 0 0 0 "Saprophagous" "Water" "Mattias Forshage"
"229" 26 "Coleoptera" "Endomychidae" "Endomychidae" 1 8 8 8 8 8 8 0 0 0 "Saprophagous" "Fungi" "Mattias Forshage"
"230" 26 "Coleoptera" "Erotylidae" "Erotylidae + Languriidae" 1 11 8 8 11 11 13 0 5 2 "Saprophagous" "Fungi" "Mattias Forshage"
"231" 26 "Coleoptera" "Eucinetidae" "Eucinetidae" 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Soil" "Mattias Forshage"
"232" 26 "Coleoptera" "Eucnemidae" "Eucnemidae" 0 10 13 13 13 13 13 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"233" 26 "Coleoptera" "Georissidae" "Georissidae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Water" "Mattias Forshage"
"234" 26 "Coleoptera" "Geotrupidae" "Scarabaeidae (pars)" 2 6 6 6 6 6 6 0 0 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"235" 26 "Coleoptera" "Helophoridae" "Helophoridae" 0 18 21 21 21 21 21 0 0 0 "Saprophagous" "Water" "Mattias Forshage"
"236" 26 "Coleoptera" "Heteroceridae" "Heteroceridae" 0 9 8 8 9 9 9 0 1 0 "Saprophagous" "Water" "Mattias Forshage"
"237" 26 "Coleoptera" "Histeridae" "Histeridae" 4 54 60 60 65 65 66 0 6 1 "Predator" "Temporary habitats" "Mattias Forshage"
"238" 26 "Coleoptera" "Hydraenidae" "Hydraenidae" 0 11 21 21 21 21 23 0 2 2 "Saprophagous" "Water" "Mattias Forshage"
"239" 26 "Coleoptera" "Hydrochidae" "Hydrochidae" 0 0 5 5 5 5 5 0 0 0 "Saprophagous" "Water" "Mattias Forshage"
"240" 26 "Coleoptera" "Hydrophilidae" "Hydrophilidae" 10 55 63 63 66 66 69 1 6 3 "Predator" "Water" "Johannes Bergsten"
"241" 26 "Coleoptera" "Kateretidae" "Brachypteridae" 3 0 9 9 9 9 9 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"242" 26 "Coleoptera" "Laemophloeidae" "Laemophloeidae" 0 9 14 14 15 15 15 0 1 0 "Saprophagous" "Wood" "Mattias Forshage"
"243" 26 "Coleoptera" "Lampyridae" "Lampyridae" 1 2 2 2 2 2 2 0 0 0 "Predator" "Soil" "Mattias Forshage"
"244" 26 "Coleoptera" "Latridiidae" "Corticariidae (=Latridiidae)" 0 45 76 76 83 83 84 2 8 1 "Saprophagous" "Soil" "Mattias Forshage"
"245" 26 "Coleoptera" "Leiodidae" "Leiodidae" 1 84 127 127 127 127 139 0 12 12 "Saprophagous" "Soil" "Mattias Forshage"
"246" 26 "Coleoptera" "Limnichidae" "Limnichidae" 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Water" "Mattias Forshage"
"247" 26 "Coleoptera" "Lucanidae" "Lucanidae" 2 6 7 7 7 7 7 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"248" 26 "Coleoptera" "Lycidae" "Lycidae" 1 5 6 6 6 6 6 0 0 0 "Predator" "Soil" "Mattias Forshage"
"249" 26 "Coleoptera" "Lymexylidae" "Lymexylidae" 2 2 2 2 2 2 2 0 0 0 "Phytophagous" "Wood" "Mattias Forshage"
"250" 26 "Coleoptera" "Malachiidae" "Melyridae (pars)" 5 14 15 15 15 15 15 0 0 0 "Predator" "Plants" "Mattias Forshage"
"251" 26 "Coleoptera" "Melandryidae" "Melandryidae" 0 22 27 25 25 25 25 0 0 0 "Predator" "Wood" "Mattias Forshage"
"252" 26 "Coleoptera" "Meloidae" "Meloidae" 3 6 6 6 6 6 6 0 0 0 "Phytophage-parasitoid" "Soil" "Mattias Forshage"
"253" 26 "Coleoptera" "Monotomidae" "Monotomidae" 0 13 22 22 25 25 25 0 3 0 "Saprophagous" "Soil" "Mattias Forshage"
"254" 26 "Coleoptera" "Mordellidae" "Mordellidae" 2 19 25 25 29 29 31 0 6 2 "Saprophagous" "Wood" "Mattias Forshage"
"255" 26 "Coleoptera" "Mycetophagidae" "Mycetophagidae" 2 11 16 16 16 16 16 0 0 0 "Saprophagous" "Fungi" "Mattias Forshage"
"256" 26 "Coleoptera" "Nitidulidae" "Nitidulidae" 9 73 104 103 104 104 114 1 11 10 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"257" 26 "Coleoptera" "Nosodendridae" "Nosodendridae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"258" 26 "Coleoptera" "Oedemeridae" "Oedemeridae" 4 14 18 18 19 19 19 0 1 0 "Saprophagous" "Wood" "Mattias Forshage"
"259" 26 "Coleoptera" "Phalacridae" "Phalacridae" 0 13 19 19 19 19 19 0 0 0 "Saprophagous" "Fungi" "Mattias Forshage"
"260" 26 "Coleoptera" "Phloiophilidae" "Phloiophilidae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Fungi" "Mattias Forshage"
"261" 26 "Coleoptera" "Prostomidae" "Prostomidae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"262" 26 "Coleoptera" "Psephenidae" NA 0 0 0 0 0 0 1 0 1 1 "Saprophagous" "Water" "Mattias Forshage"
"263" 26 "Coleoptera" "Ptiliidae" "Ptiliidae" 0 37 73 73 77 77 84 0 11 7 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"264" 26 "Coleoptera" "Ptilodactylidae" NA 0 0 0 0 1 1 1 0 1 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"265" 26 "Coleoptera" "Ptinidae" "Anobiidae" 5 45 67 67 72 72 79 0 12 7 "Phytophagous" "Wood" "Mattias Forshage"
"266" 26 "Coleoptera" "Pyrochroidae" "Pyrochroidae" 2 2 2 2 2 2 2 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"267" 26 "Coleoptera" "Pythidae" "Pythidae" 0 1 3 3 3 3 3 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"268" 26 "Coleoptera" "Rhipiphoridae" "Rhipiphoridae" 0 2 2 2 2 2 2 0 0 0 "Saprophage-parasitoid" "Soil" "Mattias Forshage"
"269" 26 "Coleoptera" "Salpingidae" "Salpingidae" 1 10 12 12 12 12 12 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"270" 26 "Coleoptera" "Scarabaeidae" "Scarabaeidae (pars)" 22 81 86 86 88 88 93 0 7 5 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"271" 26 "Coleoptera" "Scirtidae" "Scirtidae (=Helodidae)" 1 12 17 17 18 18 18 0 1 0 "Saprophagous" "Soil" "Mattias Forshage"
"272" 26 "Coleoptera" "Scraptiidae" "Scraptiidae (=Anaspidae)" 3 0 13 13 16 16 17 0 4 1 "Saprophagous" "Wood" "Mattias Forshage"
"273" 26 "Coleoptera" "Silphidae" "Silphidae" 7 24 21 21 21 21 21 0 0 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"274" 26 "Coleoptera" "Silvanidae" "Silvanidae" 2 9 12 12 12 12 14 0 2 2 "Saprophagous" "Wood" "Mattias Forshage"
"275" 26 "Coleoptera" "Spercheidae" "Spercheidae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Water" "Mattias Forshage"
"276" 26 "Coleoptera" "Sphaeritidae" "Sphaeritidae" 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"277" 26 "Coleoptera" "Sphindidae" "Aspidiphoridae" 0 2 3 3 3 3 4 0 1 1 "Saprophagous" "Fungi" "Mattias Forshage"
"278" 26 "Coleoptera" "Staphylinidae-Aleocharinae" "Staphylinidae-Aleocharinae" 0 233 497 497 505 505 546 0 49 41 "Predator" "Soil" "Mattias Forshage"
"279" 26 "Coleoptera" "Staphylinidae-Euaesthetinae" "Staphylinidae-Euastethinae" 0 3 3 3 4 4 4 0 1 0 "Predator" "Soil" "Mattias Forshage"
"280" 26 "Coleoptera" "Staphylinidae-Habrocerinae" "Staphylinidae-Habrocerinae" 0 0 1 1 1 1 1 0 0 0 "Predator" "Soil" "Mattias Forshage"
"281" 26 "Coleoptera" "Staphylinidae-Micropeplinae" "Staphylinidae-Micropeplinae" 0 3 5 5 5 5 5 0 0 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"282" 26 "Coleoptera" "Staphylinidae-Olisthaerinae" "Staphylinidae-Olisthaerinae" 0 2 2 2 2 2 2 0 0 0 "Predator" "Wood" "Mattias Forshage"
"283" 26 "Coleoptera" "Staphylinidae-Omaliinae" "Staphylinidae-Omaliinae" 2 65 92 92 98 98 104 1 12 6 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"284" 26 "Coleoptera" "Staphylinidae-Oxyporinae" "Staphylinidae-Oxyporinae" 1 1 1 1 1 1 1 0 0 0 "Predator" "Fungi" "Mattias Forshage"
"285" 26 "Coleoptera" "Staphylinidae-Oxytelinae" "Staphylinidae-Oxytelinae" 0 44 87 87 95 95 100 1 13 5 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"286" 26 "Coleoptera" "Staphylinidae-Paederinae" "Staphylinidae-Paederinae" 1 35 53 53 54 54 55 0 2 1 "Predator" "Soil" "Mattias Forshage"
"287" 26 "Coleoptera" "Staphylinidae-Phloeocharinae" "Staphylinidae-Phloeocharinae" 0 1 1 1 1 1 1 0 0 0 "Predator" "Wood" "Mattias Forshage"
"288" 26 "Coleoptera" "Staphylinidae-Proteininae" "Staphylinidae-Proteininae" 0 10 16 16 16 16 16 0 0 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"289" 26 "Coleoptera" "Staphylinidae-Pselaphinae" "Staphylinidae-Pselaphinae" 0 28 57 57 60 60 61 1 4 1 "Saprophagous" "Soil" "Mattias Forshage"
"290" 26 "Coleoptera" "Staphylinidae-Scaphidiinae" "Staphylinidae-Scaphidiinae" 1 6 8 8 8 8 8 0 0 0 "Saprophagous" "Fungi" "Mattias Forshage"
"291" 26 "Coleoptera" "Staphylinidae-Scydmaeninae" "Scydmaenidae" 0 24 37 37 37 37 38 0 1 1 "Saprophagous" "Soil" "Mattias Forshage"
"292" 26 "Coleoptera" "Staphylinidae-Staphylininae" "Staphylinidae-Staphylininae" 7 124 196 196 198 198 201 0 5 3 "Predator" "Temporary habitats" "Mattias Forshage"
"293" 26 "Coleoptera" "Staphylinidae-Steninae" "Staphylinidae-Steninae" 1 71 86 85 86 86 88 0 3 2 "Predator" "Soil" "Mattias Forshage"
"294" 26 "Coleoptera" "Staphylinidae-Tachyporinae" "Staphylinidae-Tachyporinae" 5 69 86 86 89 89 92 1 6 3 "Predator" "Soil" "Mattias Forshage"
"295" 26 "Coleoptera" "Staphylinidae-Trichophyinae" "Staphylinidae-Trichophyinae" 0 0 1 1 1 1 1 0 0 0 "Predator" "Soil" "Mattias Forshage"
"296" 26 "Coleoptera" "Stenotrachelidae" "Stenotrachelidae" 0 0 1 1 1 1 1 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"297" 26 "Coleoptera" "Tenebrionidae" "Tenebrionidae" 8 53 74 73 74 74 78 0 5 4 "Saprophagous" "Wood" "Mattias Forshage"
"298" 26 "Coleoptera" "Tetratomidae" "Tetratomidae" 0 0 3 3 5 5 6 0 3 1 "Saprophagous" "Fungi" "Mattias Forshage"
"299" 26 "Coleoptera" "Throscidae" "Throscidae" 0 0 5 5 9 9 10 1 5 1 "Saprophagous" "Soil" "Mattias Forshage"
"300" 26 "Coleoptera" "Trogidae" "Trogidae" 1 0 3 3 3 3 3 0 0 0 "Saprophagous" "Temporary habitats" "Mattias Forshage"
"301" 26 "Coleoptera" "Trogossitidae" "Trogossitidae" 4 8 10 10 10 10 10 0 0 0 "Saprophagous" "Wood" "Mattias Forshage"
"302" 26 "Coleoptera" "Zopheridae" "Colydiidae" 1 7 10 10 11 11 11 0 1 0 "Predator" "Wood" "Mattias Forshage"
"303" 27 "Coleoptera" "Anthribidae" "Anthribidae" 1 12 13 13 16 16 16 0 3 0 "Phytophagous" "Plants" "Mattias Forshage"
"304" 27 "Coleoptera" "Apionidae" "Brentidae (=Apionidae)" 1 70 84 82 82 82 85 0 3 3 "Phytophagous" "Plants" "Mattias Forshage"
"305" 27 "Coleoptera" "Attelabidae" "Attelabidae (pars)" 1 3 3 2 2 2 2 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"306" 27 "Coleoptera" "Cerambycidae" "Cerambycidae" 52 112 122 122 127 127 131 1 9 4 "Phytophagous" "Wood" "Mattias Forshage"
"307" 27 "Coleoptera" "Chrysomelidae" "Chrysomelidae (pars)" 64 261 298 298 307 307 332 0 34 25 "Phytophagous" "Plants" "Mattias Forshage"
"308" 27 "Coleoptera" "Curculionidae" "Curculionidae (incl Scolytidae) (pars)" 50 381 499 499 531 531 548 1 49 17 "Phytophagous" "Plants" "Mattias Forshage"
"309" 27 "Coleoptera" "Dryophthoridae" "Curculionidae (pars)" 1 3 3 3 4 4 4 0 1 0 "Phytophagous" "Plants" "Mattias Forshage"
"310" 27 "Coleoptera" "Erirhinidae" "Curculionidae (pars)" 1 9 11 11 11 11 12 0 1 1 "Phytophagous" "Plants" "Mattias Forshage"
"311" 27 "Coleoptera" "Megalopodidae" "Megalopodidae" 0 0 4 4 4 4 4 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"312" 27 "Coleoptera" "Nanophyidae" "Curculionidae (pars)" 0 3 4 4 4 4 4 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"313" 27 "Coleoptera" "Nemonychidae" "Nemonychidae" 0 2 2 2 2 2 2 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"314" 27 "Coleoptera" "Orsodacnidae" "Chrysomelidae (pars)" 1 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"315" 27 "Coleoptera" "Rhynchitidae" "Attelabidae (pars)" 4 13 13 13 14 14 14 0 1 0 "Phytophagous" "Plants" "Mattias Forshage"
"316" 28 "Hymenoptera" "Argidae" "Argidae" 2 20 20 20 20 20 25 0 5 5 "Phytophagous" "Plants" "Mattias Forshage"
"317" 28 "Hymenoptera" "Blasticotomidae" "Blasticotomidae" 0 1 1 1 1 1 1 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"318" 28 "Hymenoptera" "Cephidae" "Cephidae" 0 8 11 11 11 11 12 0 1 1 "Phytophagous" "Plants" "Mattias Forshage"
"319" 28 "Hymenoptera" "Cimbicidae" "Cimbicidae" 7 13 21 19 19 19 20 0 1 1 "Phytophagous" "Plants" "Mattias Forshage"
"320" 28 "Hymenoptera" "Diprionidae" "Diprionidae" 2 15 18 16 13 13 18 0 2 5 "Phytophagous" "Plants" "Mattias Forshage"
"321" 28 "Hymenoptera" "Heptamelidae" "Tenthredinidae (pars)" 0 1 1 1 2 2 2 0 1 0 "Phytophagous" "Plants" "Mattias Forshage"
"322" 28 "Hymenoptera" "Orussidae" "Orussidae" 0 1 1 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"323" 28 "Hymenoptera" "Pamphiliidae" "Pamphiliidae" 7 23 28 28 32 32 35 0 7 3 "Phytophagous" "Plants" "Mattias Forshage"
"324" 28 "Hymenoptera" "Siricidae" "Siricidae" 3 7 9 8 9 9 9 0 1 0 "Phytophage-parasitoid" "Wood" "Mattias Forshage"
"325" 28 "Hymenoptera" "Tenthredinidae" "Tenthredinidae (pars)" 22 368 487 476 564 564 650 4 174 86 "Phytophagous" "Plants" "Mattias Forshage"
"326" 28 "Hymenoptera" "Xiphydriidae" "Xiphydriidae" 1 3 3 3 4 4 4 0 1 0 "Phytophagous" "Wood" "Mattias Forshage"
"327" 28 "Hymenoptera" "Xyelidae" "Xyelidae" 0 2 2 2 2 2 2 0 0 0 "Phytophagous" "Plants" "Mattias Forshage"
"328" 29 "Hymenoptera" "Trigonalidae" NA 0 0 0 0 0 0 1 0 1 1 "Predator-parasitoid" "Plants" "Mattias Forshage"
