"Order" "Family.level.unit..PESI." "Main.feeding.niche" "Main.feeding.habitat"
"420" "Hemiptera" "Tettigometridae" "Phytophagous" "Plants"
"421" "Hemiptera" "Thyreocoridae" "Phytophagous" "Soil"
"422" "Hemiptera" "Tibicinidae" "Phytophagous" "Soil"
"423" "Hemiptera" "Tingidae" "Phytophagous" "Plants"
"424" "Hemiptera" "Triozidae" "Phytophagous" "Plants"
"425" "Hemiptera" "Tropiduchidae" "Phytophagous" "Plants"
"426" "Hemiptera" "Ulopidae" "Phytophagous" "Plants"
"427" "Hemiptera" "Veliidae" "Predator" "Water"
"428" "Hymenoptera" "Acaenitinae" "Phytophage.parasitoid" "Wood"
"429" "Hymenoptera" "Adeliinae" "Phytophage.parasitoid" "Plants"
"430" "Hymenoptera" "Adelognathinae" "Phytophage.parasitoid" "Plants"
"431" "Hymenoptera" "Agaonidae" "Phytophagous" "Plants"
"432" "Hymenoptera" "Agathidinae" "Phytophage.parasitoid" "Plants"
"433" "Hymenoptera" "Agriotypinae" "Saprophage.parasitoid" "Water"
"434" "Hymenoptera" "Alomyinae" "Phytophage.parasitoid" "Plants"
"435" "Hymenoptera" "Alysiinae" "Saprophage.parasitoid" "Soil"
"436" "Hymenoptera" "Ampulicidae" "Predator" "Soil"
"437" "Hymenoptera" "Anomaloninae" "Phytophage.parasitoid" "Plants"
"438" "Hymenoptera" "Aphelinidae" "Phytophage.parasitoid" "Plants"
"439" "Hymenoptera" "Aphidiinae" "Phytophage.parasitoid" "Plants"
"440" "Hymenoptera" "Apidae" "Phytophagous" "Plants"
"441" "Hymenoptera" "Argidae" "Phytophagous" "Plants"
"442" "Hymenoptera" "Aulacidae" "Phytophage.parasitoid" "Wood"
"443" "Hymenoptera" "Banchinae" "Phytophage.parasitoid" "Plants"
"444" "Hymenoptera" "Bethylidae" "Saprophage.parasitoid" "Soil"
"445" "Hymenoptera" "Blacinae" "Phytophage.parasitoid" "Plants"
"446" "Hymenoptera" "Blasticotomidae" "Phytophagous" "Plants"
"447" "Hymenoptera" "Brachistinae" "Saprophage.parasitoid" "Fungi"
"448" "Hymenoptera" "Brachycyrtinae" "Predator.parasitoid" "Plants"
"449" "Hymenoptera" "Braconinae" "Phytophage.parasitoid" "Plants"
"450" "Hymenoptera" "Bradynobaenidae" NA NA
"451" "Hymenoptera" "Campopleginae" "Phytophage.parasitoid" "Plants"
"452" "Hymenoptera" "Cardiochilinae" "Phytophage.parasitoid" "Plants"
"453" "Hymenoptera" "Cenocoeliinae" "Phytophage.parasitoid" "Wood"
"454" "Hymenoptera" "Cephidae" "Phytophagous" "Plants"
"455" "Hymenoptera" "Ceraphronidae" "Phytophage.parasitoid" "Plants"
"456" "Hymenoptera" "Chalcididae" "Phytophage.parasitoid" "Plants"
"457" "Hymenoptera" "Charmontinae" "Phytophage.parasitoid" "Plants"
"458" "Hymenoptera" "Cheloninae" "Phytophage.parasitoid" "Plants"
"459" "Hymenoptera" "Chrysididae" "Phytophage.parasitoid" "Plants"
"460" "Hymenoptera" "Cimbicidae" "Phytophagous" "Plants"
"461" "Hymenoptera" "Collyriinae" "Saprophage.parasitoid" "Soil"
"462" "Hymenoptera" "Crabronidae" "Predator" "Wood"
"463" "Hymenoptera" "Cremastinae" "Phytophage.parasitoid" "Plants"
"464" "Hymenoptera" "Cryptinae" "Phytophage.parasitoid" "Plants"
"465" "Hymenoptera" "Ctenopelmatinae" "Phytophage.parasitoid" "Plants"
"466" "Hymenoptera" "Cylloceriinae" "Saprophage.parasitoid" "Soil"
"467" "Hymenoptera" "Cynipidae" "Phytophagous" "Plants"
"468" "Hymenoptera" "Diacritinae" NA NA
"469" "Hymenoptera" "Diapriidae" "Saprophage.parasitoid" "Temporary.habitats"
"470" "Hymenoptera" "Diplazontinae" "Predator.parasitoid" "Plants"
"471" "Hymenoptera" "Diprionidae" "Phytophagous" "Plants"
"472" "Hymenoptera" "Dirrhopinae" "Phytophage.parasitoid" "Plants"
"473" "Hymenoptera" "Doryctinae" "Phytophage.parasitoid" "Wood"
"474" "Hymenoptera" "Dryinidae" "Phytophage.parasitoid" "Plants"
"475" "Hymenoptera" "Embolemidae" "Saprophage.parasitoid" "Wood"
"476" "Hymenoptera" "Encyrtidae" "Phytophage.parasitoid" "Plants"
"477" "Hymenoptera" "Eucerotinae" "Predator.parasitoid" "Plants"
"478" "Hymenoptera" "Eucharitidae" "Saprophage.parasitoid" "Soil"
"479" "Hymenoptera" "Eulophidae" "Phytophage.parasitoid" "Plants"
"480" "Hymenoptera" "Eupelmidae" "Phytophage.parasitoid" "Plants"
"481" "Hymenoptera" "Euphorinae" "Phytophage.parasitoid" "Plants"
"482" "Hymenoptera" "Eurytomidae" "Phytophage.parasitoid" "Plants"
"483" "Hymenoptera" "Evaniidae" "Saprophage.parasitoid" "Soil"
"484" "Hymenoptera" "Exothecinae" "Phytophage.parasitoid" "Plants"
"485" "Hymenoptera" "Figitidae" "Saprophage.parasitoid" "Temporary.habitats"
"486" "Hymenoptera" "Formicidae" "Saprophagous" "Soil"
"487" "Hymenoptera" "Gasteruptiidae" "Phytophage.parasitoid" "Plants"
"488" "Hymenoptera" "Gnamptodontinae" "Phytophage.parasitoid" "Plants"
"489" "Hymenoptera" "Helconinae" "Phytophage.parasitoid" "Wood"
"490" "Hymenoptera" "Heloridae" "Predator.parasitoid" "Plants"
"491" "Hymenoptera" "Heterogynaidae" "Predator" NA
"492" "Hymenoptera" "Histeromerinae" "Phytophage.parasitoid" "Wood"
"493" "Hymenoptera" "Homolobinae" "Phytophage.parasitoid" "Plants"
"494" "Hymenoptera" "Hormiinae" "Phytophage.parasitoid" "Plants"
"495" "Hymenoptera" "Hybrizontinae" "Saprophage.parasitoid" "Soil"
"496" "Hymenoptera" "Ibaliidae" "Phytophage.parasitoid" "Wood"
"497" "Hymenoptera" "Ichneumoninae" "Phytophage.parasitoid" "Plants"
"498" "Hymenoptera" "Ichneutinae" "Phytophage.parasitoid" "Plants"
"499" "Hymenoptera" "Leucospidae" "Phytophage.parasitoid" "Plants"
"500" "Hymenoptera" "Lycorininae" "Phytophage.parasitoid" "Plants"
"501" "Hymenoptera" "Lysiterminae" "Phytophage.parasitoid" "Plants"
"502" "Hymenoptera" "Macrocentrinae" "Phytophage.parasitoid" "Plants"
"503" "Hymenoptera" "Megalodontesidae" "Phytophagous" "Plants"
"504" "Hymenoptera" "Megaspilidae" "Predator.parasitoid" "Plants"
"505" "Hymenoptera" "Mesochorinae" "Predator.parasitoid" "Plants"
"506" "Hymenoptera" "Metopiinae" "Phytophage.parasitoid" "Plants"
"507" "Hymenoptera" "Microgastrinae" "Phytophage.parasitoid" "Plants"
"508" "Hymenoptera" "Microleptinae" "Saprophage.parasitoid" "Water"
"509" "Hymenoptera" "Microtypinae" "Phytophage.parasitoid" "Plants"
"510" "Hymenoptera" "Miracinae" "Phytophage.parasitoid" "Plants"
"511" "Hymenoptera" "Mutillidae" "Phytophage.parasitoid" "Soil"
"512" "Hymenoptera" "Mymaridae" "General.parasitoid" "Plants"
"513" "Hymenoptera" "Mymarommatidae" NA NA
"514" "Hymenoptera" "Neorhacodinae" "Phytophage.parasitoid" "Plants"
"515" "Hymenoptera" "Ophioninae" "Phytophage.parasitoid" "Plants"
"516" "Hymenoptera" "Opiinae" "Phytophage.parasitoid" "Plants"
"517" "Hymenoptera" "Orgilinae" "Phytophage.parasitoid" "Plants"
"518" "Hymenoptera" "Ormyridae" "Phytophage.parasitoid" "Plants"
"519" "Hymenoptera" "Orthocentrinae" "Saprophage.parasitoid" "Fungi"
"520" "Hymenoptera" "Orthopelmatinae" "Phytophage.parasitoid" "Plants"
"521" "Hymenoptera" "Orussidae" "Phytophage.parasitoid" "Wood"
"522" "Hymenoptera" "Oxytorinae" NA NA
"523" "Hymenoptera" "Pambolinae" "Phytophage.parasitoid" "Plants"
"524" "Hymenoptera" "Pamphiliidae" "Phytophagous" "Plants"
"525" "Hymenoptera" "Perilampidae" "Predator.parasitoid" "Plants"
"526" "Hymenoptera" "Phrudinae" "Phytophage.parasitoid" "Plants"
"527" "Hymenoptera" "Pimplinae" "Phytophage.parasitoid" "Wood"
"528" "Hymenoptera" "Platygastridae" "Phytophage.parasitoid" "Plants"
"529" "Hymenoptera" "Poemeniinae" "Phytophage.parasitoid" "Wood"
"530" "Hymenoptera" "Pompilidae" "Predator" "Soil"
"531" "Hymenoptera" "Proctotrupidae" "Predator.parasitoid" "Soil"
"532" "Hymenoptera" "Pteromalidae" "General.parasitoid" "Plants"
"533" "Hymenoptera" "Rhysipolinae" "Phytophage.parasitoid" "Plants"
"534" "Hymenoptera" "Rhyssalinae" "Phytophage.parasitoid" "Plants"
"535" "Hymenoptera" "Rhyssinae" "Phytophage.parasitoid" "Wood"
"536" "Hymenoptera" "Rogadinae" "Phytophage.parasitoid" "Plants"
"537" "Hymenoptera" "Sapygidae" "Predator" "Plants"
"538" "Hymenoptera" "Scelionidae" "Predator.parasitoid" "Soil"
"539" "Hymenoptera" "Sclerogibbidae" "Saprophage.parasitoid" "Soil"
"540" "Hymenoptera" "Scoliidae" "Saprophage.parasitoid" "Soil"
"541" "Hymenoptera" "Sigalphinae" "Phytophage.parasitoid" "Plants"
"542" "Hymenoptera" "Signiphoridae" "Phytophage.parasitoid" "Plants"
"543" "Hymenoptera" "Siricidae" "Phytophagous" "Wood"
"544" "Hymenoptera" "Sphecidae" "Predator" "Soil"
"545" "Hymenoptera" "Stephanidae" "Phytophage.parasitoid" "Wood"
"546" "Hymenoptera" "Stilbopinae" "Phytophage.parasitoid" "Plants"
"547" "Hymenoptera" "Tenthredinidae" "Phytophagous" "Plants"
"548" "Hymenoptera" "Tersilochinae" "Phytophage.parasitoid" "Plants"
"549" "Hymenoptera" "Tetracampidae" "Phytophage.parasitoid" "Plants"
"550" "Hymenoptera" "Tiphiidae" "Saprophage.parasitoid" "Soil"
"551" "Hymenoptera" "Torymidae" "Phytophage.parasitoid" "Plants"
"552" "Hymenoptera" "Trichogrammatidae" "Phytophage.parasitoid" "Plants"
"553" "Hymenoptera" "Trigonalidae" "Predator.parasitoid" "Plants"
"554" "Hymenoptera" "Tryphoninae" "Phytophage.parasitoid" "Plants"
"555" "Hymenoptera" "Vanhorniidae" "Saprophage.parasitoid" "Wood"
"556" "Hymenoptera" "Vespidae" "Predator" NA
"557" "Hymenoptera" "Xiphydriidae" "Phytophagous" "Wood"
"558" "Hymenoptera" "Xoridinae" "Phytophage.parasitoid" "Wood"
"559" "Hymenoptera" "Xyelidae" "Phytophagous" "Plants"
"560" "Isoptera" "Rhinotermitidae" "Saprophagous" "Wood"
"561" "Isoptera" "Termitidae" "Saprophagous" "Soil"
"562" "Lepidoptera" "Acanthopteroctetidae" "Phytophagous" "Plants"
"563" "Lepidoptera" "Adelidae" "Saprophagous" "Soil"
"564" "Lepidoptera" "Alucitidae" "Phytophagous" "Plants"
"565" "Lepidoptera" "Argyresthiidae" "Phytophagous" "Plants"
"566" "Lepidoptera" "Autostichidae" "Saprophagous" "Temporary.habitats"
"567" "Lepidoptera" "Batrachedridae" "Phytophagous" "Plants"
"568" "Lepidoptera" "Bedelliidae" "Phytophagous" "Plants"
"569" "Lepidoptera" "Blastobasidae" "Saprophagous" "Soil"
"570" "Lepidoptera" "Brachodidae" "Phytophagous" "Plants"
"571" "Lepidoptera" "Brahmaeidae" "Phytophagous" "Plants"
"572" "Lepidoptera" "Bucculatricidae" "Phytophagous" "Plants"
"573" "Lepidoptera" "Carposinidae" "Phytophagous" "Plants"
"574" "Lepidoptera" "Castniidae" "Phytophagous" "Plants"
"575" "Lepidoptera" "Chimabachidae" "Phytophagous" "Plants"
"576" "Lepidoptera" "Choreutidae" "Phytophagous" "Plants"
"577" "Lepidoptera" "Cimeliidae" "Phytophagous" "Plants"
"578" "Lepidoptera" "Coleophoridae" "Phytophagous" "Plants"
"579" "Lepidoptera" "Cosmopterigidae" "Phytophagous" "Plants"
"580" "Lepidoptera" "Cossidae" "Phytophagous" "Wood"
"581" "Lepidoptera" "Crambidae" "Phytophagous" "Plants"
"582" "Lepidoptera" "Douglasiidae" "Phytophagous" "Plants"
"583" "Lepidoptera" "Drepanidae" "Phytophagous" "Plants"
"584" "Lepidoptera" "Elachistidae" "Phytophagous" "Plants"
"585" "Lepidoptera" "Endromidae" "Phytophagous" "Plants"
"586" "Lepidoptera" "Epermeniidae" "Phytophagous" "Plants"
"587" "Lepidoptera" "Epipyropidae" "Phytophage.parasitoid" "Plants"
"588" "Lepidoptera" "Erebidae" "Phytophagous" "Plants"
"589" "Lepidoptera" "Eriocottidae" "Saprophagous" "Soil"
"590" "Lepidoptera" "Eriocraniidae" "Phytophagous" "Plants"
"591" "Lepidoptera" "Euteliidae" "Phytophagous" "Plants"
"592" "Lepidoptera" "Galacticidae" "Phytophagous" "Plants"
"593" "Lepidoptera" "Gelechiidae" "Phytophagous" "Plants"
"594" "Lepidoptera" "Geometridae" "Phytophagous" "Plants"
"595" "Lepidoptera" "Glyphipterigidae" "Phytophagous" "Plants"
"596" "Lepidoptera" "Gracillariidae" "Phytophagous" "Plants"
"597" "Lepidoptera" "Heliodinidae" "Phytophagous" "Plants"
"598" "Lepidoptera" "Heliozelidae" "Phytophagous" "Plants"
"599" "Lepidoptera" "Hepialidae" "Phytophagous" "Soil"
"600" "Lepidoptera" "Hesperiidae" "Phytophagous" "Plants"
"601" "Lepidoptera" "Heterogynidae" "Phytophagous" "Plants"
"602" "Lepidoptera" "Incurvariidae" "Saprophagous" "Soil"
"603" "Lepidoptera" "Lasiocampidae" "Phytophagous" "Plants"
"604" "Lepidoptera" "Lecithoceridae" "Phytophagous" "Plants"
"605" "Lepidoptera" "Limacodidae" "Phytophagous" "Plants"
"606" "Lepidoptera" "Lycaenidae" "Phytophagous" "Plants"
"607" "Lepidoptera" "Lyonetiidae" "Phytophagous" "Plants"
"608" "Lepidoptera" "Lypusidae" "Phytophagous" "Plants"
"609" "Lepidoptera" "Micropterigidae" "Saprophagous" "Soil"
"610" "Lepidoptera" "Millieridae" "Phytophagous" "Plants"
"611" "Lepidoptera" "Momphidae" "Phytophagous" "Plants"
"612" "Lepidoptera" "Nepticulidae" "Phytophagous" "Plants"
"613" "Lepidoptera" "Noctuidae" "Phytophagous" "Plants"
"614" "Lepidoptera" "Nolidae" "Phytophagous" "Plants"
"615" "Lepidoptera" "Notodontidae" "Phytophagous" "Plants"
"616" "Lepidoptera" "Nymphalidae" "Phytophagous" "Plants"
"617" "Lepidoptera" "Oecophoridae" "Saprophagous" "Wood"
"618" "Lepidoptera" "Opostegidae" "Phytophagous" "Plants"
"619" "Lepidoptera" "Papilionidae" "Phytophagous" "Plants"
"620" "Lepidoptera" "Peleopodidae" "Phytophagous" "Plants"
"621" "Lepidoptera" "Pieridae" "Phytophagous" "Plants"
"622" "Lepidoptera" "Plutellidae" "Phytophagous" "Plants"
"623" "Lepidoptera" "Praydidae" "Phytophagous" "Plants"
"624" "Lepidoptera" "Prodoxidae" "Phytophagous" "Plants"
"625" "Lepidoptera" "Psychidae" "Saprophagous" "Soil"
"626" "Lepidoptera" "Pterolonchidae" "Phytophagous" "Plants"
"627" "Lepidoptera" "Pterophoridae" "Phytophagous" "Plants"
"628" "Lepidoptera" "Pyralidae" "Phytophagous" "Plants"
"629" "Lepidoptera" "Riodinidae" "Phytophagous" "Plants"
"630" "Lepidoptera" "Roeslerstammiidae" "Phytophagous" "Plants"
"631" "Lepidoptera" "Saturniidae" "Phytophagous" "Plants"
"632" "Lepidoptera" "Schreckensteiniidae" "Phytophagous" "Plants"
"633" "Lepidoptera" "Scythrididae" "Phytophagous" "Plants"
"634" "Lepidoptera" "Sesiidae" "Phytophagous" "Wood"
"635" "Lepidoptera" "Somabrachyidae" "Phytophagous" "Plants"
"636" "Lepidoptera" "Sphingidae" "Phytophagous" "Plants"
"637" "Lepidoptera" "Stathmopodidae" "Phytophagous" "Plants"
"638" "Lepidoptera" "Thyrididae" "Phytophagous" "Plants"
"639" "Lepidoptera" "Tineidae" "Saprophagous" "Temporary.habitats"
"640" "Lepidoptera" "Tischeriidae" "Phytophagous" "Plants"
"641" "Lepidoptera" "Tortricidae" "Phytophagous" "Plants"
"642" "Lepidoptera" "Uraniidae" "Phytophagous" "Plants"
"643" "Lepidoptera" "Urodidae" "Phytophagous" "Plants"
"644" "Lepidoptera" "Yponomeutidae" "Phytophagous" "Plants"
"645" "Lepidoptera" "Ypsolophidae" "Phytophagous" "Plants"
"646" "Lepidoptera" "Zygaenidae" "Phytophagous" "Plants"
"647" "Mecoptera" "Bittacidae" "Saprophagous" "Soil"
"648" "Mecoptera" "Boreidae" "Phytophagous" "Soil"
"649" "Mecoptera" "Panorpidae" "Saprophagous" "Soil"
"650" "Megaloptera" "Sialidae" "Predator" "Water"
"651" "Microcoryphia" "Meinertellidae" "Saprophagous" "Soil"
"652" "Neuroptera" "Ascalaphidae" "Predator" "Soil"
"653" "Neuroptera" "Berothidae" "Predator" "Temporary.habitats"
"654" "Neuroptera" "Chrysopidae" "Predator" "Plants"
"655" "Neuroptera" "Coniopterygidae" "Predator" "Plants"
"656" "Neuroptera" "Dilaridae" "Predator" "Wood"
"657" "Neuroptera" "Hemerobiidae" "Predator" "Plants"
"658" "Neuroptera" "Mantispidae" "Predator.parasitoid" "Soil"
"659" "Neuroptera" "Myrmeleontidae" "Predator" "Soil"
"660" "Neuroptera" "Nemopteridae" "Predator" "Soil"
"661" "Neuroptera" "Nevrorthidae" "Predator" "Water"
"662" "Neuroptera" "Osmylidae" "Predator" "Water"
"663" "Neuroptera" "Sisyridae" "Predator" "Water"
"664" "Odonata" "Aeshnidae" "Predator" "Water"
"665" "Odonata" "Calopterygidae" "Predator" "Water"
"666" "Odonata" "Coenagrionidae" "Predator" "Water"
"667" "Odonata" "Cordulegastridae" "Predator" "Water"
"668" "Odonata" "Corduliidae" "Predator" "Water"
"669" "Odonata" "Euphaeidae" "Predator" "Water"
"670" "Odonata" "Gomphidae" "Predator" "Water"
"671" "Odonata" "Lestidae" "Predator" "Water"
"672" "Odonata" "Libellulidae" "Predator" "Water"
"673" "Odonata" "Macromiidae" "Predator" "Water"
"674" "Odonata" "Platycnemididae" "Predator" "Water"
"675" "Orthoptera" "Acrididae" "Phytophagous" "Plants"
"676" "Orthoptera" "Bradyporidae" "Predator" "Soil"
"677" "Orthoptera" "Conocephalidae" "Phytophagous" "Plants"
"678" "Orthoptera" "Gryllidae" "Saprophagous" "Soil"
"679" "Orthoptera" "Gryllotalpidae" "Phytophagous" "Soil"
"680" "Orthoptera" "Meconematidae" "Phytophagous" "Plants"
"681" "Orthoptera" "Mogoplistidae" "Saprophagous" "Soil"
"682" "Orthoptera" "Myrmecophilidae" "Saprophagous" "Soil"
"683" "Orthoptera" "Pamphagidae" "Phytophagous" "Plants"
"684" "Orthoptera" "Phaneropteridae" "Phytophagous" "Plants"
"685" "Orthoptera" "Pyrgomorphidae" "Phytophagous" "Plants"
"686" "Orthoptera" "Rhaphidophoridae" "Predator" "Soil"
"687" "Orthoptera" "Tetrigidae" "Phytophagous" "Plants"
"688" "Orthoptera" "Tettigoniidae" "Predator" "Plants"
"689" "Orthoptera" "Tridactylidae" "Saprophagous" "Plants"
"690" "Phasmatodea" "Bacillidae" "Phytophagous" "Plants"
"691" "Phasmatodea" "Heteronemiidae" "Phytophagous" "Plants"
"692" "Phasmatodea" "Phasmatidae" "Phytophagous" "Plants"
"693" "Phthiraptera" "Bovicoliidae" "Parasite" "Homeothermic.animals"
"694" "Phthiraptera" "Echinophthiriidae" "Parasite" "Homeothermic.animals"
"695" "Phthiraptera" "Enderleinellidae" "Parasite" "Homeothermic.animals"
"696" "Phthiraptera" "Gliricolidae" "Parasite" "Homeothermic.animals"
"697" "Phthiraptera" "Goniodidae" "Parasite" "Homeothermic.animals"
"698" "Phthiraptera" "Gyropidae" "Parasite" "Homeothermic.animals"
"699" "Phthiraptera" "Haematopinidae" "Parasite" "Homeothermic.animals"
"700" "Phthiraptera" "Hoplopleuridae" "Parasite" "Homeothermic.animals"
"701" "Phthiraptera" "Laemobothriidae" "Parasite" "Homeothermic.animals"
"702" "Phthiraptera" "Linognathidae" "Parasite" "Homeothermic.animals"
"703" "Phthiraptera" "Menoponidae" "Parasite" "Homeothermic.animals"
"704" "Phthiraptera" "Pedicinidae" "Parasite" "Homeothermic.animals"
"705" "Phthiraptera" "Pediculidae" "Parasite" "Homeothermic.animals"
"706" "Phthiraptera" "Philopteridae" "Parasite" "Homeothermic.animals"
"707" "Phthiraptera" "Polyplacidae" "Parasite" "Homeothermic.animals"
"708" "Phthiraptera" "Pthiridae" "Parasite" "Homeothermic.animals"
"709" "Phthiraptera" "Ricinidae" "Parasite" "Homeothermic.animals"
"710" "Phthiraptera" "Trichodectidae" "Parasite" "Homeothermic.animals"
"711" "Phthiraptera" "Trimenoponidae" "Parasite" "Homeothermic.animals"
"712" "Plecoptera" "Capniidae" "Saprophagous" "Water"
"713" "Plecoptera" "Chloroperlidae" "Saprophagous" "Water"
"714" "Plecoptera" "Leuctridae" "Saprophagous" "Water"
"715" "Plecoptera" "Nemouridae" "Saprophagous" "Water"
"716" "Plecoptera" "Perlidae" "Saprophagous" "Water"
"717" "Plecoptera" "Perlodidae" "Predator" "Water"
"718" "Plecoptera" "Taeniopterygidae" "Saprophagous" "Water"
"719" "Protura" "Acerentomidae" "Saprophagous" "Soil"
"720" "Protura" "Eosentomidae" "Saprophagous" "Soil"
"721" "Protura" "Hesperentomidae" "Saprophagous" "Soil"
"722" "Protura" "Protentomidae" "Saprophagous" "Soil"
"723" "Psocoptera" "Amphientomidae" "Saprophagous" "Plants"
"724" "Psocoptera" "Amphipsocidae" "Saprophagous" "Plants"
"725" "Psocoptera" "Asiopsocidae" "Saprophagous" "Plants"
"726" "Psocoptera" "Caeciliusidae" "Saprophagous" "Plants"
"727" "Psocoptera" "Ectopsocidae" "Saprophagous" "Plants"
"728" "Psocoptera" "Elipsocidae" "Saprophagous" "Plants"
"729" "Psocoptera" "Epipsocidae" "Saprophagous" "Soil"
"730" "Psocoptera" "Lachesillidae" "Saprophagous" "Plants"
"731" "Psocoptera" "Lepidopscidae" "Saprophagous" "Temporary.habitats"
"732" "Psocoptera" "Lepidopsocidae" "Saprophagous" "Plants"
"733" "Psocoptera" "Liposcelididae" "Saprophagous" "Temporary.habitats"
"734" "Psocoptera" "Mesopsocidae" "Saprophagous" "Plants"
"735" "Psocoptera" "Myopsocidae" "Saprophagous" "Plants"
"736" "Psocoptera" "Pachytroctidae" "Saprophagous" "Soil"
"737" "Psocoptera" "Peripsocidae" "Saprophagous" "Plants"
"738" "Psocoptera" "Philotarsidae" "Saprophagous" "Plants"
"739" "Psocoptera" "Prionoglarididae" "Saprophagous" "Soil"
"740" "Psocoptera" "Protroctopsocidae" "Saprophagous" "Soil"
"741" "Psocoptera" "Pseudocaeciliidae" "Saprophagous" "Plants"
"742" "Psocoptera" "Psocidae" "Saprophagous" "Plants"
"743" "Psocoptera" "Psoquillidae" "Saprophagous" "Soil"
"744" "Psocoptera" "Psyllipsocidae" "Saprophagous" "Temporary.habitats"
"745" "Psocoptera" "Sphaeropsocidae" "Saprophagous" "Temporary.habitats"
"746" "Psocoptera" "Stenopsocidae" "Saprophagous" "Plants"
"747" "Psocoptera" "Trichopsocidae" "Saprophagous" "Plants"
"748" "Psocoptera" "Trogiidae" "Saprophagous" "Temporary.habitats"
"749" "Raphidioptera" "Inocelliidae" "Predator" "Wood"
"750" "Raphidioptera" "Raphidiidae" "Predator" "Wood"
"751" "Siphonaptera" "Ceratophyllidae" "Saprophagous" "Soil"
"752" "Siphonaptera" "Coptopsyllidae" "Saprophagous" "Soil"
"753" "Siphonaptera" "Ctenophthalmidae" "Saprophagous" "Soil"
"754" "Siphonaptera" "Hystrichopsyllidae" "Saprophagous" "Soil"
"755" "Siphonaptera" "Ischnopsyllidae" "Saprophagous" "Soil"
"756" "Siphonaptera" "Pulicidae" "Saprophagous" "Soil"
"757" "Siphonaptera" "Vermipsyllidae" "Saprophagous" "Soil"
"758" "Strepsiptera" "Corioxenidae" "Phytophage.parasitoid" "Plants"
"759" "Strepsiptera" "Elenchidae" "Phytophage.parasitoid" "Plants"
"760" "Strepsiptera" "Halictophagidae" "Phytophage.parasitoid" "Plants"
"761" "Strepsiptera" "Mengenillidae" "Phytophage.parasitoid" "Soil"
"762" "Strepsiptera" "Myrmecolacidae" "Phytophage.parasitoid" "Soil"
"763" "Strepsiptera" "Stylopidae" "Phytophage.parasitoid" "Soil"
"764" "Strepsiptera" "Xenidae" "Phytophage.parasitoid" "Soil"
"765" "Thysanoptera" "Adiheterothripidae" "Phytophagous" "Plants"
"766" "Thysanoptera" "Aeolothripidae" "Predator" "Plants"
"767" "Thysanoptera" "Fauriellidae" "Phytophagous" "Plants"
"768" "Thysanoptera" "Merothripidae" "Saprophagous" "Plants"
"769" "Thysanoptera" "Phlaeothripidae" "Phytophagous" "Plants"
"770" "Thysanoptera" "Thripidae" "Phytophagous" "Plants"
"771" "Trichoptera" "Apataniidae" "Saprophagous" "Water"
"772" "Trichoptera" "Arctopsychidae" "Saprophagous" "Water"
"773" "Trichoptera" "Beraeidae" "Saprophagous" "Water"
"774" "Trichoptera" "Brachycentridae" "Saprophagous" "Water"
"775" "Trichoptera" "Calamoceratidae" "Saprophagous" "Water"
"776" "Trichoptera" "Ecnomidae" "Saprophagous" "Water"
"777" "Trichoptera" "Glossosomatidae" "Saprophagous" "Water"
"778" "Trichoptera" "Goeridae" "Saprophagous" "Water"
"779" "Trichoptera" "Helicopsychidae" "Saprophagous" "Water"
"780" "Trichoptera" "Hydropsychidae" "Saprophagous" "Water"
"781" "Trichoptera" "Hydroptilidae" "Saprophagous" "Water"
"782" "Trichoptera" "Lepidostomatidae" "Saprophagous" "Water"
"783" "Trichoptera" "Leptoceridae" "Saprophagous" "Water"
"784" "Trichoptera" "Limnephilidae" "Saprophagous" "Water"
"785" "Trichoptera" "Molannidae" "Saprophagous" "Water"
"786" "Trichoptera" "Odontoceridae" "Saprophagous" "Water"
"787" "Trichoptera" "Philopotamidae" "Saprophagous" "Water"
"788" "Trichoptera" "Phryganeidae" "Saprophagous" "Water"
"789" "Trichoptera" "Polycentropodidae" "Saprophagous" "Water"
"790" "Trichoptera" "Psychomyiidae" "Saprophagous" "Water"
"791" "Trichoptera" "Ptilocolepidae" "Saprophagous" "Water"
"792" "Trichoptera" "Rhyacophilidae" "Predator" "Water"
"793" "Trichoptera" "Sericostomatidae" "Saprophagous" "Water"
"794" "Trichoptera" "Uenoidae" "Saprophagous" "Water"
"795" "Zygentoma" "Lepismatidae" "Saprophagous" "Temporary.habitats"
"796" "Zygentoma" "Nicoletiidae" "Saprophagous" "Soil"
