"numSpec";"numTraps";"numSamples";"numSpSmtp";"S1";"S2";"chao1";"chao1.se";"ace";"ace.se";"preston";"chao1p"
22506;72;734;1203;391;186;1610.72727272727;54.7448910372402;1648.91843851751;21.3475748589379;1909.66605736904;1780.88209914268
