"numObs";"numTraps";"numSamples";"numSp2003";"numSpSmtp";"numNewSmtp";"mr";"S1";"S2";"chao1";"chao1.se";"ace";"ace.se";"preston";"chao1p"
1173;58;240;175;226;131;415.166666666667;65;49;267.6;13.552758704825;280.594902371685;7.89063055520221;251.457066257607;289.735836792231
