"group";"known2003";"expert2007";"expert2017";"propCatch";"numObs";"numSiteObs";"numTraps";"numSamples";"numSpSmtp";"Q1";"Q2";"chao2";"chao2.se";"jack1";"jack1.se";"jack2";"boot";"boot.se";"chao2p";"jack1p";"jack2p"
"Psylloidea";87;97;109;0.0910501692158805;306;205;51;155;45;17;5;73.3333333333333;19.436506316151;61.6666666666667;5.6591645841811;73.2921568627451;52.1050876303128;2.9352873533809;77.3237860082305;70.4674897119341;83.7521239409344
