"numSpec";"numTraps";"numSamples";"numSp2003";"numSpSmtp";"numNewSmtp";"mr";"S1";"S2";"chao1";"chao1.se";"ace";"ace.se";"preston";"chao1p"
120530;73;1015;2990;2509;1172;5609.91928251121;622;265;3234.05639097744;78.0765137324905;3103.98913848068;28.0402537338332;3387.11020834371;3432.97402882134
