Event ID,Taxon,Number of vials,Deaccessioned
Event ID 355,Acari,2,NULL
Event ID 356,Acari,16,NULL
Event ID 360,Acari,1,NULL
Event ID 362,Acari,1,NULL
Event ID 363,Acari,1,NULL
Event ID 365,Acari,1,NULL
Event ID 368,Acari,2,NULL
Event ID 369,Acari,1,NULL
Event ID 370,Acari,1,NULL
Event ID 371,Acari,1,NULL
Event ID 372,Acari,1,NULL
Event ID 373,Acari,1,NULL
Event ID 376,Acari,1,NULL
Event ID 377,Acari,1,NULL
Event ID 378,Acari,2,1
Event ID 378,Acari,1,NULL
Event ID 379,Acari,1,NULL
Event ID 380,Acari,2,NULL
Event ID 381,Acari,1,NULL
Event ID 382,Acari,5,NULL
Event ID 383,Acari,2,NULL
Event ID 385,Acari,1,NULL
Event ID 387,Acari,3,1
Event ID 387,Acari,1,NULL
Event ID 388,Acari,1,NULL
Event ID 389,Acari,1,1
Event ID 389,Acari,1,NULL
Event ID 390,Acari,5,NULL
Event ID 391,Acari,2,1
Event ID 391,Acari,5,NULL
Event ID 392,Acari,1,NULL
Event ID 393,Acari,1,NULL
Event ID 394,Acari,3,1
Event ID 394,Acari,1,NULL
Event ID 395,Acari,1,NULL
Event ID 409,Acari,1,NULL
Event ID 410,Acari,1,NULL
Event ID 411,Acari,4,NULL
Event ID 412,Acari,1,NULL
Event ID 413,Acari,6,NULL
Event ID 414,Acari,2,NULL
Event ID 415,Acari,1,NULL
Event ID 416,Acari,1,NULL
Event ID 417,Acari,4,NULL
Event ID 418,Acari,1,NULL
Event ID 419,Acari,1,NULL
Event ID 420,Acari,1,NULL
Event ID 421,Acari,1,NULL
Event ID 422,Acari,7,NULL
Event ID 428,Acari,2,NULL
Event ID 430,Acari,1,1
Event ID 432,Acari,1,1
Event ID 432,Acari,1,NULL
Event ID 434,Acari,1,1
Event ID 435,Acari,1,NULL
Event ID 436,Acari,1,NULL
Event ID 437,Acari,1,1
Event ID 437,Acari,1,NULL
Event ID 438,Acari,1,1
Event ID 439,Acari,1,1
Event ID 441,Acari,1,1
Event ID 444,Acari,1,NULL
Event ID 446,Acari,1,1
Event ID 447,Acari,1,NULL
Event ID 450,Acari,2,NULL
Event ID 451,Acari,1,NULL
Event ID 452,Acari,1,NULL
Event ID 453,Acari,1,NULL
Event ID 454,Acari,1,NULL
Event ID 464,Acari,1,NULL
Event ID 466,Acari,2,1
Event ID 466,Acari,1,NULL
Event ID 467,Acari,2,1
Event ID 468,Acari,2,1
Event ID 468,Acari,1,NULL
Event ID 469,Acari,4,1
Event ID 469,Acari,2,NULL
Event ID 470,Acari,1,1
Event ID 470,Acari,1,NULL
Event ID 471,Acari,1,NULL
Event ID 472,Acari,1,NULL
Event ID 474,Acari,1,NULL
Event ID 475,Acari,1,NULL
Event ID 479,Acari,1,NULL
Event ID 480,Acari,1,NULL
Event ID 482,Acari,1,NULL
Event ID 483,Acari,1,NULL
Event ID 484,Acari,1,NULL
Event ID 485,Acari,1,1
Event ID 486,Acari,3,1
Event ID 486,Acari,1,NULL
Event ID 487,Acari,2,NULL
Event ID 489,Acari,2,NULL
Event ID 491,Acari,2,NULL
Event ID 492,Acari,1,NULL
Event ID 493,Acari,1,NULL
Event ID 494,Acari,1,NULL
Event ID 495,Acari,1,NULL
Event ID 496,Acari,1,1
Event ID 496,Acari,1,NULL
Event ID 497,Acari,1,NULL
Event ID 498,Acari,1,NULL
Event ID 499,Acari,1,NULL
Event ID 500,Acari,1,NULL
Event ID 5000,Acari,1,NULL
Event ID 5007,Acari,1,NULL
Event ID 5013,Acari,1,NULL
Event ID 5014,Acari,2,NULL
Event ID 5015,Acari,1,NULL
Event ID 5016,Acari,1,NULL
Event ID 5017,Acari,1,NULL
Event ID 502,Acari,1,NULL
Event ID 503,Acari,1,NULL
Event ID 504,Acari,1,NULL
Event ID 505,Acari,1,NULL
Event ID 506,Acari,2,NULL
Event ID 507,Acari,1,NULL
Event ID 508,Acari,1,NULL
Event ID 509,Acari,1,1
Event ID 510,Acari,1,1
Event ID 510,Acari,1,NULL
Event ID 514,Acari,1,NULL
Event ID 517,Acari,1,NULL
Event ID 519,Acari,1,1
Event ID 520,Acari,1,NULL
Event ID 521,Acari,1,NULL
Event ID 527,Acari,1,NULL
Event ID 528,Acari,1,NULL
Event ID 532,Acari,1,NULL
Event ID 536,Acari,1,NULL
Event ID 539,Acari,1,NULL
Event ID 540,Acari,1,NULL
Event ID 541,Acari,1,NULL
Event ID 542,Acari,1,NULL
Event ID 543,Acari,1,NULL
Event ID 546,Acari,1,1
Event ID 549,Acari,1,NULL
Event ID 550,Acari,1,NULL
Event ID 552,Acari,1,NULL
Event ID 553,Acari,15,NULL
Event ID 554,Acari,4,NULL
Event ID 555,Acari,1,1
Event ID 557,Acari,1,NULL
Event ID 558,Acari,1,NULL
Event ID 559,Acari,1,NULL
Event ID 560,Acari,2,NULL
Event ID 562,Acari,1,NULL
Event ID 563,Acari,2,NULL
Event ID 565,Acari,1,NULL
Event ID 570,Acari,7,NULL
Event ID 571,Acari,4,NULL
Event ID 576,Acari,1,NULL
Event ID 577,Acari,1,NULL
Event ID 580,Acari,4,NULL
Event ID 581,Acari,4,NULL
Event ID 583,Acari,1,NULL
Event ID 584,Acari,1,NULL
Event ID 586,Acari,1,NULL
Event ID 590,Acari,3,NULL
Event ID 595,Acari,1,NULL
Event ID 597,Acari,1,NULL
Event ID 598,Acari,1,NULL
Event ID 599,Acari,1,NULL
Event ID 600,Acari,1,NULL
Event ID 601,Acari,6,NULL
Event ID 602,Acari,1,1
Event ID 603,Acari,1,NULL
Event ID 604,Acari,1,NULL
Event ID 605,Acari,1,NULL
Event ID 606,Acari,2,NULL
Event ID 609,Acari,1,NULL
Event ID 612,Acari,1,NULL
Event ID 613,Acari,2,1
Event ID 618,Acari,1,NULL
Event ID 625,Acari,1,NULL
Event ID 626,Acari,1,NULL
Event ID 64,Acari,2,NULL
Event ID 643,Acari,1,NULL
Event ID 644,Acari,6,NULL
Event ID 645,Acari,2,NULL
Event ID 646,Acari,1,NULL
Event ID 649,Acari,2,NULL
Event ID 65,Acari,1,1
Event ID 650,Acari,2,NULL
Event ID 66,Acari,8,NULL
Event ID 67,Acari,3,NULL
Event ID 671,Acari,1,NULL
Event ID 672,Acari,5,NULL
Event ID 673,Acari,3,NULL
Event ID 675,Acari,7,NULL
Event ID 676,Acari,1,NULL
Event ID 677,Acari,1,NULL
Event ID 68,Acari,1,NULL
Event ID 69,Acari,9,NULL
Event ID 693,Acari,2,NULL
Event ID 694,Acari,1,NULL
Event ID 695,Acari,1,NULL
Event ID 696,Acari,1,1
Event ID 697,Acari,1,NULL
Event ID 70,Acari,4,1
Event ID 702,Acari,1,NULL
Event ID 705,Acari,1,NULL
Event ID 708,Acari,1,NULL
Event ID 709,Acari,1,NULL
Event ID 71,Acari,1,1
Event ID 714,Acari,7,NULL
Event ID 715,Acari,1,NULL
Event ID 716,Acari,1,NULL
Event ID 72,Acari,1,NULL
Event ID 720,Acari,1,NULL
Event ID 724,Acari,18,NULL
Event ID 725,Acari,1,NULL
Event ID 728,Acari,1,NULL
Event ID 729,Acari,1,NULL
Event ID 730,Acari,2,NULL
Event ID 733,Acari,1,NULL
Event ID 735,Acari,1,NULL
Event ID 738,Acari,1,NULL
Event ID 74,Acari,2,NULL
Event ID 741,Acari,1,1
Event ID 742,Acari,1,NULL
Event ID 744,Acari,1,NULL
Event ID 746,Acari,1,NULL
Event ID 75,Acari,1,NULL
Event ID 76,Acari,5,1
Event ID 764,Acari,2,NULL
Event ID 765,Acari,1,NULL
Event ID 766,Acari,1,1
Event ID 768,Acari,1,NULL
Event ID 769,Acari,1,NULL
Event ID 77,Acari,1,NULL
Event ID 771,Acari,1,NULL
Event ID 788,Acari,1,NULL
Event ID 79,Acari,1,NULL
Event ID 80,Acari,2,NULL
Event ID 809,Acari,1,NULL
Event ID 81,Acari,1,NULL
Event ID 82,Acari,1,NULL
Event ID 827,Acari,1,NULL
Event ID 828,Acari,1,NULL
Event ID 832,Acari,1,NULL
Event ID 833,Acari,1,NULL
Event ID 834,Acari,1,NULL
Event ID 839,Acari,1,NULL
Event ID 840,Acari,2,NULL
Event ID 85,Acari,1,NULL
Event ID 852,Acari,2,1
Event ID 853,Acari,1,NULL
Event ID 855,Acari,1,NULL
Event ID 858,Acari,1,NULL
Event ID 859,Acari,1,NULL
Event ID 860,Acari,1,NULL
Event ID 861,Acari,2,NULL
Event ID 862,Acari,1,NULL
Event ID 863,Acari,1,NULL
Event ID 864,Acari,1,NULL
Event ID 881,Acari,1,NULL
Event ID 882,Acari,1,NULL
Event ID 883,Acari,1,NULL
Event ID 885,Acari,1,NULL
Event ID 886,Acari,2,NULL
Event ID 887,Acari,1,NULL
Event ID 888,Acari,26,NULL
Event ID 889,Acari,2,1
Event ID 890,Acari,5,NULL
Event ID 891,Acari,3,NULL
Event ID 892,Acari,2,NULL
Event ID 893,Acari,1,NULL
Event ID 894,Acari,1,NULL
Event ID 895,Acari,2,NULL
Event ID 896,Acari,26,NULL
Event ID 897,Acari,1,NULL
Event ID 898,Acari,2,NULL
Event ID 899,Acari,1,NULL
Event ID 90,Acari,1,NULL
Event ID 900,Acari,1,NULL
Event ID 901,Acari,2,NULL
Event ID 902,Acari,1,NULL
Event ID 903,Acari,1,NULL
Event ID 904,Acari,1,NULL
Event ID 905,Acari,2,1
Event ID 906,Acari,2,NULL
Event ID 907,Acari,1,NULL
Event ID 909,Acari,2,NULL
Event ID 91,Acari,1,NULL
Event ID 910,Acari,3,1
Event ID 911,Acari,1,NULL
Event ID 912,Acari,2,NULL
Event ID 913,Acari,1,1
Event ID 914,Acari,1,1
Event ID 915,Acari,2,1
Event ID 916,Acari,2,NULL
Event ID 918,Acari,2,NULL
Event ID 919,Acari,3,NULL
Event ID 92,Acari,1,NULL
Event ID 920,Acari,1,NULL
Event ID 921,Acari,1,NULL
Event ID 922,Acari,1,NULL
Event ID 924,Acari,2,NULL
Event ID 925,Acari,1,NULL
Event ID 927,Acari,1,NULL
Event ID 928,Acari,1,NULL
Event ID 929,Acari,1,NULL
Event ID 93,Acari,1,NULL
Event ID 930,Acari,1,NULL
Event ID 931,Acari,1,NULL
Event ID 932,Acari,2,NULL
Event ID 933,Acari,1,NULL
Event ID 934,Acari,1,NULL
Event ID 935,Acari,2,NULL
Event ID 936,Acari,1,NULL
Event ID 937,Acari,2,NULL
Event ID 938,Acari,1,NULL
Event ID 939,Acari,1,NULL
Event ID 94,Acari,1,NULL
Event ID 945,Acari,1,NULL
Event ID 948,Acari,1,NULL
Event ID 95,Acari,5,NULL
Event ID 951,Acari,1,NULL
Event ID 952,Acari,1,NULL
Event ID 955,Acari,1,NULL
Event ID 956,Acari,1,1
Event ID 957,Acari,1,NULL
Event ID 96,Acari,1,NULL
Event ID 961,Acari,1,NULL
Event ID 962,Acari,1,NULL
Event ID 966,Acari,1,NULL
Event ID 967,Acari,1,NULL
Event ID 968,Acari,1,NULL
Event ID 969,Acari,1,NULL
Event ID 97,Acari,1,NULL
Event ID 973,Acari,1,NULL
Event ID 974,Acari,1,NULL
Event ID 975,Acari,1,NULL
Event ID 978,Acari,1,NULL
Event ID 979,Acari,1,NULL
Event ID 980,Acari,1,NULL
Event ID 981,Acari,1,NULL
Event ID 982,Acari,1,NULL
Event ID 983,Acari,1,NULL
Event ID 985,Acari,1,NULL
Event ID 986,Acari,1,NULL
Event ID 988,Acari,1,NULL
Event ID 989,Acari,3,NULL
Event ID 99,Acari,1,NULL
Event ID 992,Acari,1,NULL
Event ID 993,Acari,2,NULL
Event ID 994,Acari,1,NULL
Event ID 999,Acari,1,NULL
Event ID 1037,Acartophthalmidae,1,NULL
Event ID 1038,Acartophthalmidae,1,NULL
Event ID 1039,Acartophthalmidae,1,NULL
Event ID 1056,Acartophthalmidae,1,NULL
Event ID 1063,Acartophthalmidae,2,NULL
Event ID 1068,Acartophthalmidae,1,NULL
Event ID 1081,Acartophthalmidae,1,NULL
Event ID 1082,Acartophthalmidae,1,NULL
Event ID 1091,Acartophthalmidae,1,NULL
Event ID 1092,Acartophthalmidae,1,NULL
Event ID 1100,Acartophthalmidae,1,NULL
Event ID 1112,Acartophthalmidae,1,NULL
Event ID 1113,Acartophthalmidae,1,NULL
Event ID 1115,Acartophthalmidae,1,NULL
Event ID 1121,Acartophthalmidae,1,NULL
Event ID 1123,Acartophthalmidae,1,NULL
Event ID 1126,Acartophthalmidae,1,NULL
Event ID 1128,Acartophthalmidae,2,NULL
Event ID 1136,Acartophthalmidae,1,NULL
Event ID 1155,Acartophthalmidae,1,1
Event ID 1165,Acartophthalmidae,1,NULL
Event ID 1166,Acartophthalmidae,2,NULL
Event ID 1167,Acartophthalmidae,1,1
Event ID 1175,Acartophthalmidae,1,NULL
Event ID 1188,Acartophthalmidae,1,NULL
Event ID 1192,Acartophthalmidae,1,NULL
Event ID 1193,Acartophthalmidae,1,NULL
Event ID 1194,Acartophthalmidae,3,NULL
Event ID 1195,Acartophthalmidae,1,1
Event ID 1200,Acartophthalmidae,1,NULL
Event ID 1201,Acartophthalmidae,1,NULL
Event ID 1208,Acartophthalmidae,2,NULL
Event ID 1209,Acartophthalmidae,1,NULL
Event ID 1210,Acartophthalmidae,2,NULL
Event ID 1222,Acartophthalmidae,1,NULL
Event ID 1223,Acartophthalmidae,3,NULL
Event ID 1224,Acartophthalmidae,1,1
Event ID 1225,Acartophthalmidae,1,NULL
Event ID 1231,Acartophthalmidae,1,NULL
Event ID 1233,Acartophthalmidae,1,NULL
Event ID 1235,Acartophthalmidae,1,NULL
Event ID 1248,Acartophthalmidae,1,NULL
Event ID 1256,Acartophthalmidae,1,NULL
Event ID 1257,Acartophthalmidae,1,NULL
Event ID 1263,Acartophthalmidae,1,1
Event ID 1272,Acartophthalmidae,1,NULL
Event ID 1276,Acartophthalmidae,1,NULL
Event ID 1285,Acartophthalmidae,1,NULL
Event ID 1301,Acartophthalmidae,1,NULL
Event ID 1310,Acartophthalmidae,1,NULL
Event ID 1311,Acartophthalmidae,1,NULL
Event ID 1319,Acartophthalmidae,1,NULL
Event ID 1327,Acartophthalmidae,1,NULL
Event ID 1339,Acartophthalmidae,2,NULL
Event ID 1340,Acartophthalmidae,1,NULL
Event ID 1345,Acartophthalmidae,1,NULL
Event ID 1351,Acartophthalmidae,1,NULL
Event ID 1361,Acartophthalmidae,2,NULL
Event ID 1371,Acartophthalmidae,1,NULL
Event ID 1372,Acartophthalmidae,1,NULL
Event ID 1384,Acartophthalmidae,1,NULL
Event ID 1385,Acartophthalmidae,1,NULL
Event ID 1387,Acartophthalmidae,1,NULL
Event ID 1388,Acartophthalmidae,1,NULL
Event ID 1389,Acartophthalmidae,1,NULL
Event ID 1419,Acartophthalmidae,1,NULL
Event ID 1420,Acartophthalmidae,1,NULL
Event ID 1424,Acartophthalmidae,3,NULL
Event ID 1426,Acartophthalmidae,2,NULL
Event ID 1443,Acartophthalmidae,1,1
Event ID 1443,Acartophthalmidae,2,NULL
Event ID 1446,Acartophthalmidae,1,NULL
Event ID 1462,Acartophthalmidae,3,NULL
Event ID 1464,Acartophthalmidae,1,NULL
Event ID 1483,Acartophthalmidae,1,1
Event ID 1484,Acartophthalmidae,2,NULL
Event ID 1486,Acartophthalmidae,1,NULL
Event ID 1515,Acartophthalmidae,1,NULL
Event ID 1516,Acartophthalmidae,1,NULL
Event ID 1517,Acartophthalmidae,2,NULL
Event ID 1519,Acartophthalmidae,1,NULL
Event ID 1536,Acartophthalmidae,2,NULL
Event ID 1550,Acartophthalmidae,1,NULL
Event ID 1570,Acartophthalmidae,1,NULL
Event ID 1612,Acartophthalmidae,2,NULL
Event ID 1651,Acartophthalmidae,1,NULL
Event ID 1653,Acartophthalmidae,1,NULL
Event ID 1656,Acartophthalmidae,1,NULL
Event ID 1666,Acartophthalmidae,1,NULL
Event ID 1673,Acartophthalmidae,1,NULL
Event ID 1722,Acartophthalmidae,1,NULL
Event ID 1737,Acartophthalmidae,1,NULL
Event ID 1738,Acartophthalmidae,1,1
Event ID 1739,Acartophthalmidae,1,NULL
Event ID 1741,Acartophthalmidae,2,NULL
Event ID 1747,Acartophthalmidae,1,NULL
Event ID 1788,Acartophthalmidae,1,NULL
Event ID 1795,Acartophthalmidae,1,NULL
Event ID 1796,Acartophthalmidae,2,NULL
Event ID 1797,Acartophthalmidae,1,NULL
Event ID 1807,Acartophthalmidae,1,NULL
Event ID 183,Acartophthalmidae,2,NULL
Event ID 1840,Acartophthalmidae,1,NULL
Event ID 1847,Acartophthalmidae,1,NULL
Event ID 1850,Acartophthalmidae,1,NULL
Event ID 1868,Acartophthalmidae,1,NULL
Event ID 1869,Acartophthalmidae,1,NULL
Event ID 1871,Acartophthalmidae,1,NULL
Event ID 1873,Acartophthalmidae,1,NULL
Event ID 1878,Acartophthalmidae,1,NULL
Event ID 1891,Acartophthalmidae,1,NULL
Event ID 1896,Acartophthalmidae,1,NULL
Event ID 1898,Acartophthalmidae,2,NULL
Event ID 1899,Acartophthalmidae,2,NULL
Event ID 1901,Acartophthalmidae,1,NULL
Event ID 1911,Acartophthalmidae,1,1
Event ID 1947,Acartophthalmidae,1,NULL
Event ID 1949,Acartophthalmidae,1,NULL
Event ID 1956,Acartophthalmidae,1,NULL
Event ID 1975,Acartophthalmidae,1,NULL
Event ID 1977,Acartophthalmidae,1,1
Event ID 1981,Acartophthalmidae,1,NULL
Event ID 2000,Acartophthalmidae,1,NULL
Event ID 2031,Acartophthalmidae,1,NULL
Event ID 2033,Acartophthalmidae,1,NULL
Event ID 2034,Acartophthalmidae,1,1
Event ID 2034,Acartophthalmidae,1,NULL
Event ID 2036,Acartophthalmidae,3,NULL
Event ID 2037,Acartophthalmidae,1,NULL
Event ID 2038,Acartophthalmidae,1,NULL
Event ID 2058,Acartophthalmidae,1,NULL
Event ID 2059,Acartophthalmidae,1,NULL
Event ID 2097,Acartophthalmidae,1,NULL
Event ID 2112,Acartophthalmidae,1,NULL
Event ID 219,Acartophthalmidae,1,NULL
Event ID 243,Acartophthalmidae,1,NULL
Event ID 272,Acartophthalmidae,1,1
Event ID 273,Acartophthalmidae,1,NULL
Event ID 274,Acartophthalmidae,1,NULL
Event ID 275,Acartophthalmidae,1,NULL
Event ID 287,Acartophthalmidae,1,NULL
Event ID 291,Acartophthalmidae,1,NULL
Event ID 292,Acartophthalmidae,1,1
Event ID 293,Acartophthalmidae,1,NULL
Event ID 3055,Acartophthalmidae,1,NULL
Event ID 353,Acartophthalmidae,1,NULL
Event ID 376,Acartophthalmidae,1,NULL
Event ID 397,Acartophthalmidae,1,NULL
Event ID 402,Acartophthalmidae,1,NULL
Event ID 408,Acartophthalmidae,2,NULL
Event ID 415,Acartophthalmidae,1,NULL
Event ID 437,Acartophthalmidae,1,NULL
Event ID 450,Acartophthalmidae,1,NULL
Event ID 451,Acartophthalmidae,1,NULL
Event ID 452,Acartophthalmidae,1,NULL
Event ID 453,Acartophthalmidae,1,NULL
Event ID 496,Acartophthalmidae,1,NULL
Event ID 497,Acartophthalmidae,1,NULL
Event ID 521,Acartophthalmidae,1,NULL
Event ID 547,Acartophthalmidae,2,NULL
Event ID 548,Acartophthalmidae,2,NULL
Event ID 549,Acartophthalmidae,1,NULL
Event ID 551,Acartophthalmidae,1,1
Event ID 554,Acartophthalmidae,1,NULL
Event ID 571,Acartophthalmidae,2,NULL
Event ID 580,Acartophthalmidae,2,NULL
Event ID 583,Acartophthalmidae,1,NULL
Event ID 584,Acartophthalmidae,1,NULL
Event ID 600,Acartophthalmidae,1,NULL
Event ID 604,Acartophthalmidae,1,NULL
Event ID 606,Acartophthalmidae,1,1
Event ID 608,Acartophthalmidae,2,NULL
Event ID 644,Acartophthalmidae,2,NULL
Event ID 645,Acartophthalmidae,2,NULL
Event ID 646,Acartophthalmidae,1,NULL
Event ID 647,Acartophthalmidae,1,NULL
Event ID 65,Acartophthalmidae,1,NULL
Event ID 671,Acartophthalmidae,1,NULL
Event ID 673,Acartophthalmidae,1,NULL
Event ID 694,Acartophthalmidae,1,1
Event ID 708,Acartophthalmidae,2,NULL
Event ID 715,Acartophthalmidae,1,1
Event ID 717,Acartophthalmidae,1,NULL
Event ID 76,Acartophthalmidae,1,NULL
Event ID 764,Acartophthalmidae,1,NULL
Event ID 765,Acartophthalmidae,1,NULL
Event ID 768,Acartophthalmidae,1,NULL
Event ID 769,Acartophthalmidae,1,NULL
Event ID 77,Acartophthalmidae,1,NULL
Event ID 785,Acartophthalmidae,1,NULL
Event ID 806,Acartophthalmidae,1,NULL
Event ID 818,Acartophthalmidae,1,NULL
Event ID 819,Acartophthalmidae,1,NULL
Event ID 820,Acartophthalmidae,1,NULL
Event ID 886,Acartophthalmidae,1,NULL
Event ID 887,Acartophthalmidae,1,NULL
Event ID 90,Acartophthalmidae,1,NULL
Event ID 932,Acartophthalmidae,1,NULL
Event ID 951,Acartophthalmidae,1,NULL
Event ID 99,Acartophthalmidae,1,NULL
Event ID 992,Acartophthalmidae,1,NULL
Event ID 1092,Acroceridae,1,NULL
Event ID 1113,Acroceridae,1,NULL
Event ID 1119,Acroceridae,1,NULL
Event ID 1155,Acroceridae,1,1
Event ID 1265,Acroceridae,1,NULL
Event ID 1272,Acroceridae,1,NULL
Event ID 1329,Acroceridae,1,NULL
Event ID 1375,Acroceridae,1,NULL
Event ID 1376,Acroceridae,1,NULL
Event ID 1451,Acroceridae,1,NULL
Event ID 1458,Acroceridae,1,NULL
Event ID 1464,Acroceridae,1,NULL
Event ID 1781,Acroceridae,1,1
Event ID 1789,Acroceridae,1,NULL
Event ID 1790,Acroceridae,1,NULL
Event ID 1840,Acroceridae,1,NULL
Event ID 1908,Acroceridae,1,NULL
Event ID 233,Acroceridae,2,NULL
Event ID 255,Acroceridae,1,NULL
Event ID 292,Acroceridae,1,NULL
Event ID 497,Acroceridae,1,NULL
Event ID 498,Acroceridae,1,NULL
Event ID 520,Acroceridae,1,NULL
Event ID 577,Acroceridae,1,1
Event ID 81,Acroceridae,1,NULL
Event ID 982,Acroceridae,1,NULL
Event ID 1036,Adeliinae,1,NULL
Event ID 1062,Adeliinae,1,NULL
Event ID 1078,Adeliinae,1,NULL
Event ID 1081,Adeliinae,1,NULL
Event ID 109,Adeliinae,1,NULL
Event ID 1101,Adeliinae,1,NULL
Event ID 1103,Adeliinae,1,NULL
Event ID 1128,Adeliinae,1,NULL
Event ID 1169,Adeliinae,1,NULL
Event ID 1170,Adeliinae,1,NULL
Event ID 1171,Adeliinae,1,NULL
Event ID 1172,Adeliinae,1,NULL
Event ID 1188,Adeliinae,1,NULL
Event ID 1196,Adeliinae,1,NULL
Event ID 1200,Adeliinae,1,NULL
Event ID 1208,Adeliinae,3,NULL
Event ID 1209,Adeliinae,3,NULL
Event ID 1218,Adeliinae,1,NULL
Event ID 1220,Adeliinae,1,NULL
Event ID 1223,Adeliinae,1,NULL
Event ID 1289,Adeliinae,1,NULL
Event ID 1302,Adeliinae,1,NULL
Event ID 1303,Adeliinae,1,NULL
Event ID 1308,Adeliinae,1,NULL
Event ID 1310,Adeliinae,2,NULL
Event ID 1313,Adeliinae,1,NULL
Event ID 1314,Adeliinae,1,NULL
Event ID 1315,Adeliinae,1,NULL
Event ID 1331,Adeliinae,1,NULL
Event ID 1332,Adeliinae,1,NULL
Event ID 1354,Adeliinae,1,NULL
Event ID 1361,Adeliinae,1,NULL
Event ID 1363,Adeliinae,1,NULL
Event ID 1364,Adeliinae,1,NULL
Event ID 1376,Adeliinae,2,NULL
Event ID 1378,Adeliinae,3,NULL
Event ID 1389,Adeliinae,1,NULL
Event ID 1413,Adeliinae,1,NULL
Event ID 1443,Adeliinae,1,NULL
Event ID 1448,Adeliinae,1,NULL
Event ID 1454,Adeliinae,1,NULL
Event ID 1458,Adeliinae,1,NULL
Event ID 1459,Adeliinae,1,NULL
Event ID 1460,Adeliinae,1,NULL
Event ID 1461,Adeliinae,1,NULL
Event ID 1465,Adeliinae,1,NULL
Event ID 1467,Adeliinae,1,NULL
Event ID 1468,Adeliinae,1,NULL
Event ID 1498,Adeliinae,1,NULL
Event ID 1499,Adeliinae,1,NULL
Event ID 1508,Adeliinae,1,NULL
Event ID 1517,Adeliinae,1,NULL
Event ID 1611,Adeliinae,1,NULL
Event ID 1666,Adeliinae,1,NULL
Event ID 1667,Adeliinae,1,NULL
Event ID 1669,Adeliinae,1,NULL
Event ID 1674,Adeliinae,1,NULL
Event ID 1692,Adeliinae,1,NULL
Event ID 1725,Adeliinae,1,NULL
Event ID 1728,Adeliinae,1,NULL
Event ID 1731,Adeliinae,2,NULL
Event ID 1790,Adeliinae,2,NULL
Event ID 1792,Adeliinae,1,NULL
Event ID 1803,Adeliinae,1,NULL
Event ID 1820,Adeliinae,1,NULL
Event ID 1898,Adeliinae,1,NULL
Event ID 1908,Adeliinae,1,NULL
Event ID 193,Adeliinae,1,NULL
Event ID 1988,Adeliinae,1,NULL
Event ID 2016,Adeliinae,1,NULL
Event ID 203,Adeliinae,1,NULL
Event ID 2052,Adeliinae,1,NULL
Event ID 2053,Adeliinae,1,NULL
Event ID 2054,Adeliinae,1,NULL
Event ID 2055,Adeliinae,1,NULL
Event ID 2056,Adeliinae,1,NULL
Event ID 2062,Adeliinae,1,NULL
Event ID 207,Adeliinae,1,NULL
Event ID 233,Adeliinae,1,NULL
Event ID 244,Adeliinae,1,NULL
Event ID 245,Adeliinae,1,NULL
Event ID 246,Adeliinae,1,NULL
Event ID 247,Adeliinae,1,NULL
Event ID 249,Adeliinae,1,NULL
Event ID 3052,Adeliinae,1,NULL
Event ID 308,Adeliinae,1,NULL
Event ID 309,Adeliinae,1,NULL
Event ID 310,Adeliinae,1,NULL
Event ID 316,Adeliinae,1,NULL
Event ID 368,Adeliinae,1,NULL
Event ID 369,Adeliinae,1,NULL
Event ID 370,Adeliinae,1,NULL
Event ID 371,Adeliinae,1,NULL
Event ID 382,Adeliinae,1,NULL
Event ID 431,Adeliinae,1,NULL
Event ID 432,Adeliinae,1,NULL
Event ID 466,Adeliinae,1,NULL
Event ID 553,Adeliinae,1,NULL
Event ID 580,Adeliinae,1,NULL
Event ID 65,Adeliinae,1,NULL
Event ID 674,Adeliinae,1,NULL
Event ID 679,Adeliinae,1,NULL
Event ID 76,Adeliinae,1,NULL
Event ID 765,Adeliinae,1,NULL
Event ID 776,Adeliinae,1,NULL
Event ID 777,Adeliinae,1,NULL
Event ID 779,Adeliinae,1,NULL
Event ID 782,Adeliinae,1,NULL
Event ID 788,Adeliinae,1,NULL
Event ID 79,Adeliinae,1,NULL
Event ID 798,Adeliinae,1,NULL
Event ID 799,Adeliinae,1,NULL
Event ID 809,Adeliinae,1,NULL
Event ID 810,Adeliinae,2,NULL
Event ID 811,Adeliinae,1,NULL
Event ID 816,Adeliinae,1,NULL
Event ID 817,Adeliinae,1,NULL
Event ID 818,Adeliinae,1,NULL
Event ID 84,Adeliinae,1,NULL
Event ID 85,Adeliinae,1,NULL
Event ID 852,Adeliinae,1,NULL
Event ID 881,Adeliinae,1,NULL
Event ID 89,Adeliinae,1,NULL
Event ID 955,Adeliinae,1,NULL
NULL,Adelognathinae,1,NULL
Event ID 1010,Adelognathinae,1,NULL
Event ID 1012,Adelognathinae,1,NULL
Event ID 1033,Adelognathinae,1,NULL
Event ID 1034,Adelognathinae,1,NULL
Event ID 1035,Adelognathinae,1,NULL
Event ID 1036,Adelognathinae,1,NULL
Event ID 1038,Adelognathinae,1,NULL
Event ID 1047,Adelognathinae,1,NULL
Event ID 1048,Adelognathinae,1,NULL
Event ID 1055,Adelognathinae,1,NULL
Event ID 1068,Adelognathinae,1,NULL
Event ID 1070,Adelognathinae,1,NULL
Event ID 109,Adelognathinae,1,NULL
