Taxon;Vials;Specimens;CollID
Odiniidae;0;0;2096
Oestridae;0;0;2096
Opetiidae;0;0;2096
Opomyzidae;1;3;2096
Pallopteridae;0;0;2096
Periscelididae;0;0;2096
Phaeomyiidae;0;0;2096
Phoridae;0;0;2096
Piophilidae;0;0;2096
Pipunculidae;0;0;2096
Platypezidae;0;0;2096
Platystomatidae;0;0;2096
Pseudopomyzidae;0;0;2096
Psilidae;0;0;2096
Rhagionidae;0;0;2096
Rhinophoridae;0;0;2096
Sarcophagidae;0;0;2096
Scathophagidae;1;4;2096
Scenopinidae;0;0;2096
Sciomyzidae;0;0;2096
Sepsidae;1;2;2096
Sphaeroceridae;0;0;2096
Stenomicridae;0;0;2096
Stratiomyidae;0;0;2096
Strongylophthalmyiidae;0;0;2096
Syrphidae;0;0;2096
Tabanidae;0;0;2096
Tachinidae;1;9;2096
Tanypezidae;0;0;2096
Tephritidae;0;0;2096
Tethinidae;0;0;2096
Therevidae;0;0;2096
Trixoscelididae;0;0;2096
Ulidiidae;0;0;2096
Xylomyidae;0;0;2096
Xylophagidae;0;0;2096
Acarthophthalmidae ;0;0;1300
Acroceridae;0;0;1300
Agromyzidae;1;1;1300
Anthomyiidae;1;16;1300
Anthomyzidae;0;0;1300
Asilidae;0;0;1300
Asteiidae;0;0;1300
Athericidae;0;0;1300
Aulacigasteridae;0;0;1300
Bombyliidae;0;0;1300
Brachystomatidae;0;0;1300
Braulidae;0;0;1300
Calliphoridae;1;1;1300
Camillidae;0;0;1300
Campichoetidae;0;0;1300
Carnidae;1;1;1300
Chamaemyiidae;0;0;1300
Chiropteromyzidae;0;0;1300
Chloropidae;1;1;1300
Chyromyidae;0;0;1300
Clusiidae;1;3;1300
Coelopidae;0;0;1300
Coenomyiidae;0;0;1300
Conopidae;0;0;1300
Diastatidae;0;0;1300
Dolichopodidae;0;0;1300
Drosophilidae;0;0;1300
Dryomyzidae;0;0;1300
Empidoidea;1;16;1300
Ephydridae;0;0;1300
Fanniidae;1;1;1300
Gasterophilidae;0;0;1300
Helcomyzidae;0;0;1300
Heleomyzidae;0;0;1300
Heterocheilidae;0;0;1300
Hippoboscidae;0;0;1300
Hypodermatidae;0;0;1300
Lauxaniidae;0;0;1300
Lonchaeidae;1;3;1300
Lonchopteridae;0;0;1300
Megamerinidae;0;0;1300
Micropezidae;0;0;1300
Milichiidae;1;1;1300
Muscidae;1;7;1300
Nycteribiidae;0;0;1300
Odiniidae;0;0;1300
Oestridae;0;0;1300
Opetiidae;0;0;1300
Opomyzidae;0;0;1300
Pallopteridae;0;0;1300
Periscelididae;0;0;1300
Phaeomyiidae;0;0;1300
Phoridae;0;0;1300
Piophilidae;0;0;1300
Pipunculidae;1;3;1300
Platypezidae;1;1;1300
Platystomatidae;0;0;1300
Pseudopomyzidae;0;0;1300
Psilidae;0;0;1300
Rhagionidae;0;0;1300
Rhinophoridae;0;0;1300
Sarcophagidae;0;0;1300
Scathophagidae;1;1;1300
Scenopinidae;0;0;1300
Sciomyzidae;0;0;1300
Sepsidae;0;0;1300
Sphaeroceridae;1;1;1300
Stenomicridae;0;0;1300
Stratiomyidae;0;0;1300
Strongylophthalmyiidae;0;0;1300
Syrphidae;1;1;1300
Tabanidae;0;0;1300
Tachinidae;1;1;1300
Tanypezidae;0;0;1300
Tephritidae;0;0;1300
Tethinidae;0;0;1300
Therevidae;0;0;1300
Trixoscelididae;0;0;1300
Ulidiidae;0;0;1300
Xylomyidae;0;0;1300
Xylophagidae;0;0;1300
Acarthophthalmidae ;0;0;1079
Acroceridae;0;0;1079
Agromyzidae;1;2;1079
Anthomyiidae;1;33;1079
Anthomyzidae;0;0;1079
Asilidae;0;0;1079
Asteiidae;0;0;1079
Athericidae;0;0;1079
Aulacigasteridae;0;0;1079
Bombyliidae;0;0;1079
Brachystomatidae;0;0;1079
Braulidae;0;0;1079
Calliphoridae;0;0;1079
Camillidae;0;0;1079
Campichoetidae;0;0;1079
Carnidae;0;0;1079
Chamaemyiidae;0;0;1079
Chiropteromyzidae;0;0;1079
Chloropidae;1;6;1079
Chyromyidae;0;0;1079
Clusiidae;1;1;1079
Coelopidae;0;0;1079
Coenomyiidae;0;0;1079
Conopidae;0;0;1079
Diastatidae;0;0;1079
Dolichopodidae;1;20;1079
Drosophilidae;1;3;1079
Dryomyzidae;0;0;1079
Empidoidea;1;42;1079
Ephydridae;0;0;1079
Fanniidae;1;1;1079
Gasterophilidae;0;0;1079
Helcomyzidae;0;0;1079
Heleomyzidae;1;3;1079
Heterocheilidae;0;0;1079
Hippoboscidae;0;0;1079
Hypodermatidae;0;0;1079
Lauxaniidae;1;7;1079
Lonchaeidae;0;0;1079
Lonchopteridae;0;0;1079
Megamerinidae;0;0;1079
Micropezidae;0;0;1079
Milichiidae;0;0;1079
Muscidae;1;12;1079
Nycteribiidae;0;0;1079
Odiniidae;0;0;1079
Oestridae;0;0;1079
Opetiidae;0;0;1079
Opomyzidae;0;0;1079
Pallopteridae;0;0;1079
Periscelididae;0;0;1079
Phaeomyiidae;0;0;1079
Phoridae;0;0;1079
Piophilidae;0;0;1079
Pipunculidae;1;6;1079
Platypezidae;0;0;1079
Platystomatidae;0;0;1079
Pseudopomyzidae;0;0;1079
Psilidae;0;0;1079
Rhagionidae;1;1;1079
Rhinophoridae;0;0;1079
Sarcophagidae;1;3;1079
Scathophagidae;0;0;1079
Scenopinidae;0;0;1079
Sciomyzidae;1;11;1079
Sepsidae;0;0;1079
Sphaeroceridae;1;4;1079
Stenomicridae;0;0;1079
Stratiomyidae;0;0;1079
Strongylophthalmyiidae;0;0;1079
Syrphidae;1;1;1079
Tabanidae;0;0;1079
Tachinidae;1;4;1079
Tanypezidae;0;0;1079
Tephritidae;0;0;1079
Tethinidae;0;0;1079
Therevidae;0;0;1079
Trixoscelididae;0;0;1079
Ulidiidae;0;0;1079
Xylomyidae;0;0;1079
Xylophagidae;0;0;1079
Acarthophthalmidae ;1;3;1328
Acroceridae;0;0;1328
Agromyzidae;1;174;1328
Anthomyiidae;3;142;1328
Anthomyzidae;0;0;1328
Asilidae;1;1;1328
Asteiidae;1;1;1328
Athericidae;0;0;1328
Aulacigasteridae;1;7;1328
Bombyliidae;0;0;1328
Brachystomatidae;0;0;1328
Braulidae;0;0;1328
Calliphoridae;1;5;1328
Camillidae;0;0;1328
Campichoetidae;0;0;1328
Carnidae;1;1;1328
Chamaemyiidae;1;10;1328
Chiropteromyzidae;0;0;1328
Chloropidae;1;60;1328
Chyromyidae;0;0;1328
Clusiidae;1;5;1328
Coelopidae;0;0;1328
Coenomyiidae;0;0;1328
Conopidae;0;0;1328
Diastatidae;0;0;1328
Dolichopodidae;1;66;1328
Drosophilidae;1;16;1328
Dryomyzidae;0;0;1328
Empidoidea;4;1646;1328
Ephydridae;1;2;1328
Fanniidae;1;62;1328
Gasterophilidae;0;0;1328
Helcomyzidae;0;0;1328
Heleomyzidae;1;14;1328
Heterocheilidae;0;0;1328
Hippoboscidae;0;0;1328
Hypodermatidae;0;0;1328
Lauxaniidae;1;15;1328
Lonchaeidae;1;14;1328
Lonchopteridae;1;20;1328
Megamerinidae;0;0;1328
Micropezidae;1;1;1328
Milichiidae;0;0;1328
Muscidae;3;91;1328
Nycteribiidae;0;0;1328
Odiniidae;0;0;1328
Oestridae;0;0;1328
Opetiidae;0;0;1328
Opomyzidae;0;0;1328
Pallopteridae;0;0;1328
Periscelididae;0;0;1328
Phaeomyiidae;0;0;1328
Phoridae;0;0;1328
Piophilidae;1;1;1328
Pipunculidae;1;12;1328
Platypezidae;0;0;1328
Platystomatidae;0;0;1328
Pseudopomyzidae;0;0;1328
Psilidae;1;5;1328
Rhagionidae;0;0;1328
Rhinophoridae;0;0;1328
Sarcophagidae;1;3;1328
Scathophagidae;2;104;1328
Scenopinidae;0;0;1328
Sciomyzidae;1;2;1328
Sepsidae;1;4;1328
Sphaeroceridae;1;71;1328
Stenomicridae;0;0;1328
Stratiomyidae;1;5;1328
Strongylophthalmyiidae;0;0;1328
Syrphidae;3;253;1328
Tabanidae;0;0;1328
Tachinidae;1;37;1328
Tanypezidae;0;0;1328
Tephritidae;0;0;1328
Tethinidae;0;0;1328
Therevidae;0;0;1328
Trixoscelididae;0;0;1328
Ulidiidae;0;0;1328
Xylomyidae;0;0;1328
Xylophagidae;1;1;1328
Acarthophthalmidae ;1;12;284
Acroceridae;0;0;284
Agromyzidae;1;3;284
Anthomyiidae;2;91;284
Anthomyzidae;0;0;284
Asilidae;0;0;284
Asteiidae;0;0;284
Athericidae;0;0;284
Aulacigasteridae;0;0;284
Bombyliidae;0;0;284
Brachystomatidae;0;0;284
Braulidae;0;0;284
Calliphoridae;1;1;284
Camillidae;0;0;284
Campichoetidae;0;0;284
Carnidae;0;0;284
Chamaemyiidae;0;0;284
Chiropteromyzidae;0;0;284
Chloropidae;1;4;284
Chyromyidae;0;0;284
Clusiidae;0;0;284
Coelopidae;0;0;284
Coenomyiidae;0;0;284
Conopidae;0;0;284
Diastatidae;0;0;284
Dolichopodidae;1;17;284
Drosophilidae;1;6;284
Dryomyzidae;0;0;284
Empidoidea;1;94;284
Ephydridae;0;0;284
Fanniidae;1;21;284
Gasterophilidae;0;0;284
Helcomyzidae;0;0;284
Heleomyzidae;1;8;284
Heterocheilidae;0;0;284
Hippoboscidae;0;0;284
Hypodermatidae;0;0;284
Lauxaniidae;0;0;284
Lonchaeidae;1;1;284
Lonchopteridae;0;0;284
Megamerinidae;0;0;284
Micropezidae;0;0;284
Milichiidae;0;0;284
Muscidae;4;154;284
Nycteribiidae;0;0;284
Odiniidae;1;1;284
Oestridae;0;0;284
Opetiidae;0;0;284
Opomyzidae;0;0;284
Pallopteridae;1;5;284
Periscelididae;0;0;284
Phaeomyiidae;0;0;284
Phoridae;0;0;284
Piophilidae;1;8;284
Pipunculidae;1;11;284
Platypezidae;0;0;284
Platystomatidae;0;0;284
Pseudopomyzidae;1;1;284
Psilidae;1;1;284
Rhagionidae;1;9;284
Rhinophoridae;0;0;284
Sarcophagidae;1;5;284
Scathophagidae;1;12;284
Scenopinidae;0;0;284
Sciomyzidae;1;4;284
Sepsidae;1;26;284
Sphaeroceridae;1;8;284
Stenomicridae;0;0;284
Stratiomyidae;1;1;284
Strongylophthalmyiidae;0;0;284
Syrphidae;1;23;284
Tabanidae;0;0;284
Tachinidae;0;0;284
Tanypezidae;0;0;284
Tephritidae;0;0;284
Tethinidae;0;0;284
Therevidae;0;0;284
Trixoscelididae;0;0;284
Ulidiidae;1;1;284
Xylomyidae;0;0;284
Xylophagidae;0;0;284
