"Genus"	"Species"	"Author"	"TrapID"	"EventID"
"1"	"Aphalara"	"exilis"	"(Weber & Mohr, 1804)"	1003	1896
"2"	"Aphalara"	"rumicicola"	"Klimaszewski, 1966"	43	1175
"3"	"Aphalara"	"rumicicola"	"Klimaszewski, 1966"	30	1056
"4"	"Baeopelma"	"foersteri"	"(Flor, 1861)"	8	1602
"5"	"Neocraspedolepta"	"subpunctata"	"(Förster, 1848)"	7	858
"6"	"Psyllopsis"	"fraxini"	"(Linnaeus, 1758)"	8	1602
"7"	"Psylla"	"sp."	"Geoffroy, 1762"	43	1171
"8"	"Psylla"	"sp."	"Geoffroy, 1762"	26	1683
"9"	"Psylla"	"sp."	"Geoffroy, 1762"	11	416
"10"	"Psylla"	"sp."	"Geoffroy, 1762"	25	450
"11"	"Psylla"	"sp."	"Geoffroy, 1762"	6	855
"12"	"Psylla"	"alni"	"(Linnaeus, 1758)"	1002	1893
"13"	"Psylla"	"alni"	"(Linnaeus, 1758)"	21	2007
"14"	"Psylla"	"alni"	"(Linnaeus, 1758)"	43	1175
"15"	"Psylla"	"alni"	"(Linnaeus, 1758)"	5	765
"16"	"Psylla"	"alni"	"(Linnaeus, 1758)"	30	1056
"17"	"Psylla"	"alni"	"(Linnaeus, 1758)"	25	452
"18"	"Psylla"	"alni"	"(Linnaeus, 1758)"	26	1694
"19"	"Psylla"	"alni"	"(Linnaeus, 1758)"	8	393
"20"	"Psylla"	"betulae"	"(Linnaeus, 1758)"	8	393
"21"	"Psylla"	"betulae"	"(Linnaeus, 1758)"	6	853
"22"	"Psylla"	"betulae"	"(Linnaeus, 1758)"	43	1175
"23"	"Psylla"	"betulae"	"(Linnaeus, 1758)"	6	853
"24"	"Psylla"	"betulaenanae"	"Ossiannilsson, 1970"	43	1172
"25"	"Chamaepsylla"	"hartigii"	"(Flor, 1861)"	43	1171
"26"	"Chamaepsylla"	"hartigii"	"(Flor, 1861)"	1008	1339
"27"	"Chamaepsylla"	"hartigii"	"(Flor, 1861)"	5	764
"28"	"Chamaepsylla"	"hartigii"	"(Flor, 1861)"	33	1078
"29"	"Chamaepsylla"	"hartigii"	"(Flor, 1861)"	1008	1348
"30"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	35	1782
"31"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	11	1632
"32"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	11	418
"33"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	1003	1897
"34"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	6	1578
"35"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	12	421
"36"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	8	395
"37"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	7	858
