"Genus"	"Species"	"Author"	"TrapID"	"EventID"
"38"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	5	350
"39"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	7	861
"40"	"Strophingia"	"ericae"	"(Curtis, 1835)"	43	1171
"41"	"Strophingia"	"ericae"	"(Curtis, 1835)"	41	1159
"42"	"Strophingia"	"ericae"	"(Curtis, 1835)"	41	1156
"43"	"Strophingia"	"ericae"	"(Curtis, 1835)"	41	1154
"44"	"Strophingia"	"ericae"	"(Curtis, 1835)"	1008	1343
"45"	"Cacopsylla"	"melanoneura"	"(Förster, 1848)"	33	1088
"46"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	33	1088
"47"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	26	1688
"48"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	26	1687
"49"	"Cacopsylla"	"pulchra"	"(Zetterstedt, 1838)"	12	900
"50"	"Cacopsylla"	"pruni"	"(Scopoli, 1763)"	32	1539
"51"	"Cacopsylla"	"melanoneura"	"(Förster, 1848)"	32	1539
"52"	"Cacopsylla"	"melanoneura"	"(Förster, 1848)"	5	350
"53"	"Cacopsylla"	"melanoneura"	"(Förster, 1848)"	8	1605
"54"	"Cacopsylla"	"pruni"	"(Scopoli, 1763)"	8	1605
"55"	"Cacopsylla"	"sorbi"	"(Linnaeus, 1767)"	33	1078
"56"	"Cacopsylla"	"peregrina"	"(Förster, 1848)"	30	1056
"57"	"Cacopsylla"	"rhamnicola"	"(Scott, 1876)"	8	1605
"58"	"Cacopsylla"	"rhamnicola"	"(Scott, 1876)"	26	1694
"59"	"Strophingia"	"ericae"	"(Curtis, 1835)"	41	1154
"60"	"Strophingia"	"ericae"	"(Curtis, 1835)"	5	765
"61"	"Bactericera"	"acutipennis"	"(Zetterstedt, 1828)"	1000	1429
"62"	"Bactericera"	"acutipennis"	"(Zetterstedt, 1828)"	1003	1896
"63"	"Bactericera"	"curvatinerivs"	"(Förster, 1848)"	1003	1896
"64"	"Bactericera"	"curvatinerivs"	"(Förster, 1848)"	6	1578
"65"	"Bactericera"	"curvatinerivs"	"(Förster, 1848)"	30	1056
"66"	"Trioza"	"cerastii"	"(Linnaeus, 1758)"	11	1632
"67"	"Trioza"	"cerastii"	"(Linnaeus, 1758)"	5	764
"68"	"Trioza"	"cerastii"	"(Linnaeus, 1758)"	1003	1897
"69"	"Trioza"	"galii"	"Förster, 1848"	20	1500
"70"	"Trioza"	"remota"	"Förster, 1848"	33	1088
"71"	"Trioza"	"remota"	"Förster, 1848"	33	543
"72"	"Trioza"	"remota"	"Förster, 1848"	33	1858
"73"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	1003	2009
"74"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	25	450
"75"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	25	451
"76"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	12	897
"77"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	12	900
"78"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	25	454
"79"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	30	1056
"80"	"Trioza"	"urticae"	"(Linnaeus, 1758)"	5	765
"81"	"Trioza"	"apicalis"	"Förster, 1848"	1002	1893
"82"	"Trioza"	"munda"	"Förster, 1848"	6	853
