"Genus"	"Species"	"Author"	"GUID"	"Source"	"Notes..errors..synonyms..undescribed.etc."	"Taxon.name..computed."
"39"	"Cacopsylla"	"moscovita"	"(Andrianova, 1948)"	"http://dyntaxa.se/taxon/info/258622"	"Dyntaxa"	NA	"Cacopsylla moscovita"
"40"	"Cacopsylla"	"propinqua"	"(Schaefer, 1949)"	"http://dyntaxa.se/taxon/info/258623"	"Dyntaxa"	NA	"Cacopsylla propinqua"
"41"	"Cacopsylla"	"elegantula"	"(Zetterstedt, 1838)"	"http://dyntaxa.se/taxon/info/258624"	"Dyntaxa"	NA	"Cacopsylla elegantula"
"42"	"Cacopsylla"	"parvipennis"	"(Löw, 1877)"	"http://dyntaxa.se/taxon/info/258625"	"Dyntaxa"	NA	"Cacopsylla parvipennis"
"43"	"Cacopsylla"	"zaicevi"	"(Šulc, 1915)"	"http://dyntaxa.se/taxon/info/258626"	"Dyntaxa"	NA	"Cacopsylla zaicevi"
"44"	"Cacopsylla"	"palmeni"	"(Löw, 1878)"	"http://dyntaxa.se/taxon/info/258627"	"Dyntaxa"	NA	"Cacopsylla palmeni"
"45"	"Craspedolepta"	"sp."	"Enderlein, 1921"	"http://dyntaxa.se/taxon/info/1015425"	"Dyntaxa"	NA	"Craspedolepta sp."
"46"	"Craspedolepta"	"malachitica"	"(Dahlbom, 1851)"	"http://dyntaxa.se/taxon/info/258580"	"Dyntaxa"	NA	"Craspedolepta malachitica"
"47"	"Craspedolepta"	"latior"	"W. Wagner, 1944"	"http://dyntaxa.se/taxon/info/258581"	"Dyntaxa"	NA	"Craspedolepta latior"
"48"	"Craspedolepta"	"campestrella"	"Ossiannilsson, 1987"	"http://dyntaxa.se/taxon/info/258582"	"Dyntaxa"	NA	"Craspedolepta campestrella"
"49"	"Craspedolepta"	"nervosa"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258583"	"Dyntaxa"	NA	"Craspedolepta nervosa"
"50"	"Craspedolepta"	"sonchi"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258584"	"Dyntaxa"	NA	"Craspedolepta sonchi"
"51"	"Craspedolepta"	"nebulosa"	"(Zetterstedt, 1828)"	"http://dyntaxa.se/taxon/info/258585"	"Dyntaxa"	NA	"Craspedolepta nebulosa"
"52"	"Neocraspedolepta"	"sp."	"Conci & Tamanini, 1986"	"http://dyntaxa.se/taxon/info/1015426"	"Dyntaxa"	NA	"Neocraspedolepta sp."
"53"	"Neocraspedolepta"	"subpunctata"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258586"	"Dyntaxa"	NA	"Neocraspedolepta subpunctata"
"54"	"Strophingia"	"sp."	"Enderlein, 1914"	"http://dyntaxa.se/taxon/info/1015427"	"Dyntaxa"	NA	"Strophingia sp."
"55"	"Strophingia"	"ericae"	"(Curtis, 1835)"	"http://dyntaxa.se/taxon/info/258587"	"Dyntaxa"	NA	"Strophingia ericae"
"56"	"Rhinocola"	"sp."	"Förster, 1848"	"http://dyntaxa.se/taxon/info/1015428"	"Dyntaxa"	NA	"Rhinocola sp."
"57"	"Rhinocola"	"aceris"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/258588"	"Dyntaxa"	NA	"Rhinocola aceris"
"58"	"Psyllopsis"	"sp."	"Löw, 1879"	"http://dyntaxa.se/taxon/info/1015429"	"Dyntaxa"	NA	"Psyllopsis sp."
"59"	"Psyllopsis"	"fraxinicola"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258589"	"Dyntaxa"	NA	"Psyllopsis fraxinicola"
"60"	"Psyllopsis"	"fraxini"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/258590"	"Dyntaxa"	NA	"Psyllopsis fraxini"
"61"	"Psyllopsis"	"discrepans"	"(Flor, 1861)"	"http://dyntaxa.se/taxon/info/258591"	"Dyntaxa"	NA	"Psyllopsis discrepans"
"62"	"Arytaina"	"sp."	"Förster, 1848"	"http://dyntaxa.se/taxon/info/1015430"	"Dyntaxa"	NA	"Arytaina sp."
"63"	"Arytaina"	"genistae"	"(Latreille, 1804)"	"http://dyntaxa.se/taxon/info/258592"	"Dyntaxa"	NA	"Arytaina genistae"
"64"	"Psylla"	"sp."	"Geoffroy, 1762"	"http://dyntaxa.se/taxon/info/1015431"	"Dyntaxa"	NA	"Psylla sp."
"65"	"Psylla"	"alni"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/258593"	"Dyntaxa"	NA	"Psylla alni"
"66"	"Psylla"	"betulae"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/258594"	"Dyntaxa"	NA	"Psylla betulae"
"67"	"Psylla"	"betulaenanae"	"Ossiannilsson, 1970"	"http://dyntaxa.se/taxon/info/258595"	"Dyntaxa"	NA	"Psylla betulaenanae"
"68"	"Psylla"	"fusca"	"(Zetterstedt, 1828)"	"http://dyntaxa.se/taxon/info/258596"	"Dyntaxa"	NA	"Psylla fusca"
"69"	"Psylla"	"buxi"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/258597"	"Dyntaxa"	NA	"Psylla buxi"
"70"	"Baeopelma"	"sp."	"Enderlein, 1926"	"http://dyntaxa.se/taxon/info/1015432"	"Dyntaxa"	NA	"Baeopelma sp."
"71"	"Baeopelma"	"foersteri"	"(Flor, 1861)"	"http://dyntaxa.se/taxon/info/258598"	"Dyntaxa"	NA	"Baeopelma foersteri"
"72"	"Chamaepsylla"	"sp."	"Ossiannilsson, 1970"	"http://dyntaxa.se/taxon/info/1015433"	"Dyntaxa"	NA	"Chamaepsylla sp."
"73"	"Chamaepsylla"	"hartigii"	"(Flor, 1861)"	"http://dyntaxa.se/taxon/info/258599"	"Dyntaxa"	"Cacopsylla hartigii (Flor, 1861)"	"Chamaepsylla hartigii"
"74"	"Triozidae"	"sp."	NA	"http://dyntaxa.se/taxon/info/2000901"	"Dyntaxa"	NA	"Triozidae sp."
"75"	"Trichochermes"	"sp."	"Kirkaldy, 1904"	"http://dyntaxa.se/taxon/info/1015434"	"Dyntaxa"	NA	"Trichochermes sp."
"76"	"Trichochermes"	"walkeri"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258628"	"Dyntaxa"	NA	"Trichochermes walkeri"
"77"	"Bactericera"	"sp."	"Puton, 1876"	"http://dyntaxa.se/taxon/info/1015435"	"Dyntaxa"	NA	"Bactericera sp."
"78"	"Bactericera"	"acutipennis"	"(Zetterstedt, 1828)"	"http://dyntaxa.se/taxon/info/258629"	"Dyntaxa"	NA	"Bactericera acutipennis"
"79"	"Bactericera"	"femoralis"	"(Förster, 1848)"	"http://dyntaxa.se/taxon/info/258630"	"Dyntaxa"	NA	"Bactericera femoralis"
"80"	"Bactericera"	"bohemica"	"(Šulc, 1913)"	"http://dyntaxa.se/taxon/info/258631"	"Dyntaxa"	NA	"Bactericera bohemica"
