"Genus"	"Species"	"Author"	"GUID"	"Taxon.name..computed."
"1"	"Labia"	"minor"	"(Linnaeus, 1758)"	"urn:lsid:dyntaxa.se:TaxonName:139951"	"Labia minor"
"2"	"Forficula"	"auricularia"	"(Linnaeus, 1758)"	"urn:lsid:dyntaxa.se:TaxonName:139952"	"Forficula auricularia"
"3"	"Chelidurella"	"acanthopygia"	"(Géné, 1832)"	"urn:lsid:dyntaxa.se:TaxonName:144911"	"Chelidurella acanthopygia"
"4"	"Apterygida"	"media"	"Hagenbach, 1822"	"urn:lsid:dyntaxa.se:TaxonName:144913"	"Apterygida media"
