"Genus"	"Species"	"Author"	"GUID"	"Source"	"Taxon.name..computed."
"54"	"Dolichovespula"	"adulterina"	"(du Buysson, 1905)"	"http://dyntaxa.se/taxon/info/232873"	"Dyntaxa"	"Dolichovespula adulterina"
"55"	"Dolichovespula"	"omissa"	"(Bischoff, 1931)"	"http://dyntaxa.se/taxon/info/232874"	"Dyntaxa"	"Dolichovespula omissa"
"56"	"Dolichovespula"	"norvegicoides"	"(Sladen, 1918)"	"http://dyntaxa.se/taxon/info/232875"	"Dyntaxa"	"Dolichovespula norvegicoides"
"57"	"Vespula"	"sp."	"Thomson, 1869"	"http://dyntaxa.se/taxon/info/1008593"	"Dyntaxa"	"Vespula sp."
"58"	"Vespula"	"vulgaris"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/232876"	"Dyntaxa"	"Vespula vulgaris"
"59"	"Vespula"	"germanica"	"(J.C.Fabricius, 1793)"	"http://dyntaxa.se/taxon/info/232877"	"Dyntaxa"	"Vespula germanica"
"60"	"Vespula"	"rufa"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/232878"	"Dyntaxa"	"Vespula rufa"
"61"	"Vespula"	"austriaca"	"(Panzer, 1799)"	"http://dyntaxa.se/taxon/info/232879"	"Dyntaxa"	"Vespula austriaca"
"62"	"Polistes"	"sp."	"Latreille, 1802"	"http://dyntaxa.se/taxon/info/1006955"	"Dyntaxa"	"Polistes sp."
"63"	"Polistes"	"biglumis"	"(Linnaeus, 1758)"	"http://dyntaxa.se/taxon/info/101613"	"Dyntaxa"	"Polistes biglumis"
"64"	"Polistes"	"nimpha"	"(Christ, 1791)"	"http://dyntaxa.se/taxon/info/232221"	"Dyntaxa"	"Polistes nimpha"
"65"	"Polistes"	"dominula"	"(Christ, 1791)"	"http://dyntaxa.se/taxon/info/234174"	"Dyntaxa"	"Polistes dominula"
