"Genus"	"Species"	"Author"	"GUID"	"Source"
"1"	"Neorhacodes"	"sp."	"Hedicke, 1922"	"http://www.researchgate.net/publication/233653662_A_thousand_and_one_wasps_a_28S_rDNA_and_morphological_phylogeny_of_the_Ichneumonidae_(Insecta_Hymenoptera)_with_an_investigation_into_alignment_parameter_space_and_elision"	"A thousand and one wasps…….
 Quicke, D. et. al. 2009"
"2"	"Neorhacodes"	"enslini"	"(Ruschka, 1922)"	NA	NA
