"Genus"	"Species"	"Author"	"Total"	"TrapID"	"EventID"	"StartDate"
"1"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	2	2	82	"2003.vii.02"
"2"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	2	2	83	"2003.vii.21"
"3"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	1	2	785	"2004.i.28"
"4"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	2	2	787	"2004.vi.21"
"5"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	1	2	788	"2004.vii.20"
"6"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	4	2	789	"2004.viii.11"
"7"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	2	2	790	"2004.ix.07"
"8"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	1	24	1309	"2004.vi.27"
"9"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	1	41	1154	"2004.vi.04"
"10"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	5	43	1171	"2004.vii.28"
"11"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	1	43	1907	"2005.vi.15"
"12"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	1	58	207	"2003.viii.01"
"13"	"Coelichneumon"	"sinister"	"(Wesmael, 1848)"	1	1001	1332	"2005.vii.02"
"14"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	1	78	"2003.vi.08"
"15"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	1	309	"2003.viii.04"
"16"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	4	89	"2003.vii.21"
"17"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	3	4	809	"2004.vi.21"
"18"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	4	89	"2003.vii.21"
"19"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	6	372	"2003.viii.26"
"20"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	4	7	858	"2004.vi.27"
"21"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	27	487	"2004.vi.02"
"22"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	31	504	"2003.vii.24"
"23"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	31	1063	"2004.viii.22"
"24"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	1000	1362	"2005.viii.24"
"25"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	1001	1355	"2005.viii.13"
"26"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	3	1001	1728	"2006.v.18"
"27"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	1003	1388	"2005.vii.10"
"28"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	3	1008	1745	"2006.vii.28"
"29"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	2	1008	1739	"2006.vi.22"
"30"	"Coelichneumon"	"sugillatorius"	"(Linnaeus, 1758)"	1	1008	1741	"2006.vii.04"
"31"	"Coelichneumon"	"torsor"	"(Thunberg, 1824) "	1	2	787	"2004.vi.21"
"32"	"Coelichneumon"	"torsor"	"(Thunberg, 1824) "	1	6	368	"2003.vi.17"
"33"	"Heresiarches"	"eudoxius"	"Wesmael, 1845"	3	37	835	"2004.viii.06"
"34"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	2	106	"2003.ix.09"
"35"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	2	3	85	"2003.vii.02"
"36"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	3	109	"2003.viii.04"
"37"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	2	3	798	"2004.vi.21"
"38"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	2	3	799	"2004.vii.20"
"39"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	4	89	"2003.vii.21"
"40"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	4	114	"2003.viii.04"
"41"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	2	5	768	"2004.viii.16"
"42"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	2	20	1498	"2005.vii.05"
"43"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	3	29	1047	"2004.vii.11"
"44"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	2	29	1048	"2004.vii.30"
"45"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	5	29	1395	"2005.vi.21"
"46"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	2	29	1396	"2005.vii.12"
"47"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	29	1397	"2005.viii.15"
"48"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	4	29	1398	"2005.viii.26"
"49"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	29	1050	"2004.ix.15"
"50"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	61	1302	"2004.vii.23"
"51"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	2	1005	1419	"2005.v.22"
"52"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	1005	1421	"2005.vii.30"
"53"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	1006	1424	"2005.v.22"
"54"	"Protichneumon"	"pisorius"	"(Linnaeus, 1758)"	1	2003	2034	"2006.vi.29 "
"55"	"Protichneumon"	"similatorius"	"(Fabricius, 1798)"	1	27	1038	"2004.ix.06"
"56"	"Syspasis"	"carinator"	"(Fabricius)"	1	2046	2054	"2008.vii.01"
"57"	"Syspasis"	"haesitator"	"(Wesmael, 1845)"	1	1000	1432	"2006.iv.27"
"58"	"Syspasis"	"haesitator"	"(Wesmael, 1845)"	1	1008	1337	"2005.v.25"
"59"	"Syspasis"	"haesitator"	"(Wesmael, 1845)"	1	1008	1733	"2006.v.06"
"60"	"Syspasis"	"optica"	"(Gravenhorst 1829)"	1	7	379	"2003.vii.03"
"61"	"Syspasis"	"scutellator"	"(Gravenhorst, 1829)"	1	6	371	"2003.viii.12"
"62"	"Syspasis"	"simulosa"	"(Thomson, 1886)"	1	18	341	"2004.vi.30"
"63"	"Syspasis"	"tauma"	"(Heinrich 1951)"	1	58	755	"2004.v.28"
