"Genus"	"Species"	"Author"	"GUID"	"Taxon.name..computed."
"1"	"Brachygaster"	"sp."	"Leach, 1815"	"https://www.dyntaxa.se/taxon/info/1013997"	"Brachygaster sp."
"2"	"Brachygaster"	"minutus"	"(Olivier, 1792)"	"https://www.dyntaxa.se/taxon/info/251344"	"Brachygaster minutus"
"3"	"Evania"	"sp."	"Fabricius, 1775"	"https://www.dyntaxa.se/taxon/info/1013998"	"Evania sp."
"4"	"Evania"	"appendigaster"	"(Linnaeus, 1758)"	"https://www.dyntaxa.se/taxon/info/251345"	"Evania appendigaster"
