"Genus"	"Species"	"Author"	"GUID"	"Source"	"Notes..errors..synonyms..undescribed.etc."	"Taxon.name..computed."
"153"	"Mompha"	"langiella"	"(Hübner, 1796)"	"http://dyntaxa.se/taxon/info/214560"	"Dyntaxa"	NA	"Mompha langiella"
"154"	"Mompha"	"terminella"	"(Hmph.&Westwood, 1845)"	"http://dyntaxa.se/taxon/info/214561"	"Dyntaxa"	NA	"Mompha terminella"
"155"	"Mompha"	"locupletella"	"(Denis & Schiffermüller, 1775)"	"http://dyntaxa.se/taxon/info/214562"	"Dyntaxa"	NA	"Mompha locupletella"
"156"	"Mompha"	"raschkiella"	"(Zeller, 1839)"	"http://dyntaxa.se/taxon/info/214563"	"Dyntaxa"	NA	"Mompha raschkiella"
"157"	"Mompha"	"conturbatella"	"(Hübner, 1819)"	"http://dyntaxa.se/taxon/info/214565"	"Dyntaxa"	NA	"Mompha conturbatella"
"158"	"Mompha"	"ochraceella"	"(Curtis, 1839)"	"http://dyntaxa.se/taxon/info/214566"	"Dyntaxa"	NA	"Mompha ochraceella"
"159"	"Mompha"	"lacteella"	"(Stephens, 1834)"	"http://dyntaxa.se/taxon/info/214567"	"Dyntaxa"	NA	"Mompha lacteella"
"160"	"Mompha"	"divisella"	"Herrich-Schäffer, 1854"	"http://dyntaxa.se/taxon/info/214569"	"Dyntaxa"	NA	"Mompha divisella"
"161"	"Mompha"	"sturnipennella"	"(Treitschke, 1833)"	"http://dyntaxa.se/taxon/info/214570"	"Dyntaxa"	NA	"Mompha sturnipennella"
"162"	"Mompha"	"subbistrigella"	"(Haworth, 1828)"	"http://dyntaxa.se/taxon/info/214571"	"Dyntaxa"	NA	"Mompha subbistrigella"
"163"	"Mompha"	"epilobiella"	"(Denis & Schiffermüller, 1775)"	"http://dyntaxa.se/taxon/info/214572"	"Dyntaxa"	NA	"Mompha epilobiella"
"164"	"Sorhagenia"	"sp."	"Spuler, 1910"	"http://dyntaxa.se/taxon/info/1003824"	"Dyntaxa"	NA	"Sorhagenia sp."
"165"	"Sorhagenia"	"rhamniella"	"(Zeller, 1839)"	"http://dyntaxa.se/taxon/info/214584"	"Dyntaxa"	NA	"Sorhagenia rhamniella"
"166"	"Sorhagenia"	"janiszewskae"	"Riedl, 1962"	"http://dyntaxa.se/taxon/info/214585"	"Dyntaxa"	NA	"Sorhagenia janiszewskae"
"167"	"Sorhagenia"	"lophyrella"	"(Douglas, 1846)"	"http://dyntaxa.se/taxon/info/214586"	"Dyntaxa"	NA	"Sorhagenia lophyrella"
"168"	"Pancalia"	"sp."	"Stephens, 1829"	"http://dyntaxa.se/taxon/info/1003825"	"Dyntaxa"	NA	"Pancalia sp."
"169"	"Pancalia"	"leuwenhoekella"	"(Linnaeus, 1761)"	"http://dyntaxa.se/taxon/info/214587"	"Dyntaxa"	NA	"Pancalia leuwenhoekella"
