"Genus"	"Species"	"Author"	"GUID"	"Source"	"Notes..errors..synonyms..undescribed.etc."	"Taxon.name..computed."
"39"	"Syrphoctonus"	"sp."	"Förster, 1869"	"https://www.dyntaxa.se/taxon/info/1014774"	"DynTaxa"	NA	"Syrphoctonus sp."
"40"	"Syrphoctonus"	"borealis"	"(Holmgren, 1858)"	"https://www.dyntaxa.se/taxon/info/255468"	"DynTaxa"	NA	"Syrphoctonus borealis"
"41"	"Syrphoctonus"	"crassicornis"	"(Thomson, 1890)"	"https://www.dyntaxa.se/taxon/info/255469"	"DynTaxa"	NA	"Syrphoctonus crassicornis"
"42"	"Syrphoctonus"	"crassicrus"	"(Thomson, 1890)"	"https://www.dyntaxa.se/taxon/info/255470"	"DynTaxa"	NA	"Syrphoctonus crassicrus"
"43"	"Syrphoctonus"	"dimidiatus"	"(Schrank, 1802)"	"https://www.dyntaxa.se/taxon/info/255471"	"DynTaxa"	NA	"Syrphoctonus dimidiatus"
"44"	"Syrphoctonus"	"elegans"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255472"	"DynTaxa"	NA	"Syrphoctonus elegans"
"45"	"Syrphoctonus"	"fissorius"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255473"	"DynTaxa"	NA	"Syrphoctonus fissorius"
"46"	"Syrphoctonus"	"gracilentus"	"(Holmgren, 1858)"	"https://www.dyntaxa.se/taxon/info/255474"	"DynTaxa"	NA	"Syrphoctonus gracilentus"
"47"	"Syrphoctonus"	"idari"	"Diller, 1985"	"https://www.dyntaxa.se/taxon/info/255475"	"DynTaxa"	NA	"Syrphoctonus idari"
"48"	"Syrphoctonus"	"impolitus"	"(Stelfox, 1941)"	"https://www.dyntaxa.se/taxon/info/255476"	"DynTaxa"	NA	"Syrphoctonus impolitus"
"49"	"Syrphoctonus"	"incisus"	"(Thomson, 1890)"	"https://www.dyntaxa.se/taxon/info/255477"	"DynTaxa"	NA	"Syrphoctonus incisus"
"50"	"Syrphoctonus"	"longipes"	"(Holmgren, 1858)"	"https://www.dyntaxa.se/taxon/info/255478"	"DynTaxa"	NA	"Syrphoctonus longipes"
"51"	"Syrphoctonus"	"longiventris"	"(Thomson, 1890)"	"https://www.dyntaxa.se/taxon/info/255479"	"DynTaxa"	NA	"Syrphoctonus longiventris"
"52"	"Syrphoctonus"	"megaspis"	"(Thomson, 1890)"	"https://www.dyntaxa.se/taxon/info/255480"	"DynTaxa"	NA	"Syrphoctonus megaspis"
"53"	"Syrphoctonus"	"melanogaster"	"(Holmgren, 1872)"	"https://www.dyntaxa.se/taxon/info/255481"	"DynTaxa"	NA	"Syrphoctonus melanogaster"
"54"	"Syrphoctonus"	"neopulcher"	"(Horstmann, 1968)"	"https://www.dyntaxa.se/taxon/info/255482"	"DynTaxa"	NA	"Syrphoctonus neopulcher"
"55"	"Syrphoctonus"	"nigritarsus"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255483"	"DynTaxa"	NA	"Syrphoctonus nigritarsus"
"56"	"Syrphoctonus"	"pallipes"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255484"	"DynTaxa"	NA	"Syrphoctonus pallipes"
"57"	"Syrphoctonus"	"pictus"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255485"	"DynTaxa"	NA	"Syrphoctonus pictus"
"58"	"Syrphoctonus"	"signatus"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255486"	"DynTaxa"	NA	"Syrphoctonus signatus"
"59"	"Syrphoctonus"	"strigator"	"(Fabricius, 1793)"	"https://www.dyntaxa.se/taxon/info/255487"	"DynTaxa"	NA	"Syrphoctonus strigator"
"60"	"Syrphoctonus"	"subopacus"	"(Stelfox, 1941)"	"https://www.dyntaxa.se/taxon/info/255488"	"DynTaxa"	NA	"Syrphoctonus subopacus"
"61"	"Syrphoctonus"	"sundevalli"	"(Holmgren, 1858)"	"https://www.dyntaxa.se/taxon/info/255489"	"DynTaxa"	NA	"Syrphoctonus sundevalli"
"62"	"Syrphoctonus"	"tarsatorius"	"(Panzer, 1809)"	"https://www.dyntaxa.se/taxon/info/255490"	"DynTaxa"	NA	"Syrphoctonus tarsatorius"
"63"	"Syrphophilus"	"sp."	"Dasch, 1964"	"https://www.dyntaxa.se/taxon/info/1014775"	"DynTaxa"	NA	"Syrphophilus sp."
"64"	"Syrphophilus"	"asperatus"	"Dasch, 1964"	"https://www.dyntaxa.se/taxon/info/255491"	"DynTaxa"	NA	"Syrphophilus asperatus"
"65"	"Syrphophilus"	"bizonarius"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255492"	"DynTaxa"	NA	"Syrphophilus bizonarius"
"66"	"Syrphophilus"	"tricinctorius"	"(Thunberg, 1824)"	"https://www.dyntaxa.se/taxon/info/255493"	"DynTaxa"	NA	"Syrphophilus tricinctorius"
"67"	"Tymmophorus"	"sp."	"Schmiedeknecht, 1913"	"https://www.dyntaxa.se/taxon/info/1014776"	"DynTaxa"	NA	"Tymmophorus sp."
"68"	"Tymmophorus"	"erythrozonus"	"(Förster, 1850)"	"https://www.dyntaxa.se/taxon/info/255494"	"DynTaxa"	NA	"Tymmophorus erythrozonus"
"69"	"Tymmophorus"	"obscuripes"	"(Holmgren, 1858)"	"https://www.dyntaxa.se/taxon/info/255495"	"DynTaxa"	NA	"Tymmophorus obscuripes"
"70"	"Tymmophorus"	"suspiciosus"	"(Brischke, 1871)"	"https://www.dyntaxa.se/taxon/info/255496"	"DynTaxa"	NA	"Tymmophorus suspiciosus"
"71"	"Woldstedtius"	"sp."	"Carlson, 1979"	"https://www.dyntaxa.se/taxon/info/1014777"	"DynTaxa"	NA	"Woldstedtius sp."
"72"	"Woldstedtius"	"biguttatus"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255497"	"DynTaxa"	NA	"Woldstedtius biguttatus"
"73"	"Woldstedtius"	"citropectoralis"	"(Schmiedeknecht, 1926)"	"https://www.dyntaxa.se/taxon/info/255498"	"DynTaxa"	NA	"Woldstedtius citropectoralis"
"74"	"Woldstedtius"	"flavolineatus"	"(Gravenhorst, 1829)"	"https://www.dyntaxa.se/taxon/info/255499"	"DynTaxa"	NA	"Woldstedtius flavolineatus"
"75"	"Woldstedtius"	"holarcticus"	"(Diller, 1969)"	"https://www.dyntaxa.se/taxon/info/255500"	"DynTaxa"	NA	"Woldstedtius holarcticus"
"76"	"Xestopelta"	"sp."	"Dasch, 1964"	"https://www.dyntaxa.se/taxon/info/1014778"	"DynTaxa"	NA	"Xestopelta sp."
"77"	"Xestopelta"	"gracillima"	"(Schmiedeknecht, 1926)"	"https://www.dyntaxa.se/taxon/info/255501"	"DynTaxa"	NA	"Xestopelta gracillima"
"78"	"Diplazon"	"pallicoxa"	"Manukyan, 1987"	"http://dyntaxa.se/taxon/info/6005314"	"Fauna Europaea"	NA	"Diplazon pallicoxa"
"79"	"Diplazon"	"parvus"	"Klopfstein, 2014"	"http://dyntaxa.se/taxon/info/6005311"	"DynTaxa"	NA	"Diplazon parvus"
"80"	"Diplazon"	"albotibialis"	"Dasch, 1964"	"http://aei.speciesfile.org/public/taxon_name/show/22956"	"AEI"	"unpublished record, american species, apparently uncertain!"	"Diplazon albotibialis"
"81"	"Diplazon"	"angustus"	"Dasch, 1964"	"http://dyntaxa.se/taxon/info/6005313"	"DynTaxa"	NA	"Diplazon angustus"
"82"	"Woldstedtius"	"bauri"	"Klopfstein, 2014"	"http://dyntaxa.se/taxon/info/6005312"	"DynTaxa"	NA	"Woldstedtius bauri"
"83"	"Tymmophorus"	"gelidus"	"Dasch, 1964"	"http://dyntaxa.se/taxon/info/6005323"	"DynTaxa"	NA	"Tymmophorus gelidus"
"84"	"Syrphophilus"	"scabriculus"	"(Holmgren 1858)"	"http://dyntaxa.se/taxon/info/6005322"	"DynTaxa"	NA	"Syrphophilus scabriculus"
"85"	"Phthorima"	"picta"	"(Habermehl, 1925)"	"http://dyntaxa.se/taxon/info/6005319"	"DynTaxa"	NA	"Phthorima picta"
"86"	"Homotropus"	"sp."	"Förster, 1869"	"http://dyntaxa.se/taxon/info/6005305"	"DynTaxa"	NA	"Homotropus sp."
"87"	"Homotropus"	"vitreus"	"Dasch, 1964"	"http://dyntaxa.se/taxon/info/6005317"	"DynTaxa"	NA	"Homotropus vitreus"
"88"	"Homotropus"	"signatus"	"(Gravenhorst, 1829)"	"http://dyntaxa.se/taxon/info/255486"	"DynTaxa"	NA	"Homotropus signatus"
"89"	"Homotropus"	"pictus"	"(Gravenhorst, 1829)"	"http://dyntaxa.se/taxon/info/255485"	"DynTaxa"	NA	"Homotropus pictus"
"90"	"Homotropus"	"pallipes"	"(Gravenhorst, 1829)"	"http://dyntaxa.se/taxon/info/255484"	"DynTaxa"	NA	"Homotropus pallipes"
"91"	"Homotropus"	"nigrolineatus"	"Strobl, 1903"	"http://dyntaxa.se/taxon/info/6005316"	"DynTaxa"	NA	"Homotropus nigrolineatus"
"92"	"Homotropus"	"nigritarsus"	"(Gravenhorst, 1829)"	"http://dyntaxa.se/taxon/info/255483"	"DynTaxa"	NA	"Homotropus nigritarsus"
"93"	"Homotropus"	"melanogaster"	"(Holmgren, 1872)"	"http://www.taxapad.com/local.php?taxonidLC=90182722"	"Taxapad"	"erroneous combination Syrphoctonus melanogaster in Dyntaxa"	"Homotropus melanogaster"
"94"	"Homotropus"	"frontorius"	"(Thunberg, 1824)"	"http://dyntaxa.se/taxon/info/6005308"	"DynTaxa"	NA	"Homotropus frontorius"
"95"	"Homotropus"	"longiventris"	"Thomson, 1890"	"http://dyntaxa.se/taxon/info/255479"	"DynTaxa"	NA	"Homotropus longiventris"
"96"	"Homotropus"	"dimidiatus"	"(Schrank 1802)"	"http://dyntaxa.se/taxon/info/6005307"	"DynTaxa"	NA	"Homotropus dimidiatus"
"97"	"Homotropus"	"elegans"	"(Gravenhorst, 1829)"	"http://dyntaxa.se/taxon/info/255472"	"DynTaxa"	NA	"Homotropus elegans"
"98"	"Homotropus"	"collinus"	"(Stelfox, 1941)"	"http://dyntaxa.se/taxon/info/6005315"	"DynTaxa"	NA	"Homotropus collinus"
"99"	"Homotropus"	"crassicornis"	"(Thomson, 1890)"	"http://www.taxapad.com/local.php?taxonidLC=90206836"	"DynTaxa"	"strangely missing in Dyntaxa"	"Homotropus crassicornis"
"100"	"Fossatyloides"	"sp."	"Klopfstein, Quicke, Kropf & Frick, 2011"	"http://dyntaxa.se/taxon/info/6005306"	"DynTaxa"	NA	"Fossatyloides sp."
"101"	"Fossatyloides"	"gracilentus"	"(Holmgren, 1858)"	"http://dyntaxa.se/taxon/info/255474"	"DynTaxa"	NA	"Fossatyloides gracilentus"
"102"	"Diplazon"	"wymanni"	"n. sp."	NA	"taxonomist"	"not yet described though mentioned in publications"	"Diplazon wymanni"
