"Genus"	"Species"	"Author"	"GUID"	"Source"	"Taxon.name..computed."
"1"	"Tiphia"	"sp."	"J.C.Fabricius, 1775"	"https://www.dyntaxa.se/taxon/info/1006954"	"Dyntaxa"	"Tiphia sp."
"2"	"Tiphia"	"minuta"	"(Vander Linden, 1827)"	"https://www.dyntaxa.se/taxon/info/101908"	"Dyntaxa"	"Tiphia minuta"
"3"	"Tiphia"	"unicolor"	"(Lepeletier, 1845)"	"https://www.dyntaxa.se/taxon/info/101909"	"Dyntaxa"	"Tiphia unicolor"
"4"	"Tiphia"	"femorata"	"J.C.Fabricius, 1775"	"https://www.dyntaxa.se/taxon/info/234168"	"Dyntaxa"	"Tiphia femorata"
